role,source_split,profile,level,pair_id,condition,space,metric,value
secondary,test,continuous,24,7,attack_dup_sweep_continuous,2048,B5_initial_J,-0.5333333333333333
secondary,test,continuous,24,7,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,entropy_AP,0.3146776835738762
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.3156491139772973
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B2_attack_alert,0.5333333333333333
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B2_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B2_FNR,0.4666666666666667
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B2_J,0.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B5_initial_J,-0.5333333333333333
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,24,7,attack_dup_sweep_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,2048,entropy_AP,0.31257519705916104
secondary,test,continuous,24,7,attack_fixed_continuous,2048,unique_ratio_AP,0.31244178235886644
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B2_attack_alert,0.5333333333333333
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B2_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B2_FNR,0.4666666666666667
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B2_J,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B5_initial_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B5_initial_J,-0.5333333333333333
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,24,7,attack_fixed_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,65536,entropy_AP,0.31257519705916104
secondary,test,continuous,24,7,attack_fixed_continuous,65536,unique_ratio_AP,0.31244178235886644
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B2_attack_alert,0.5333333333333333
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B2_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B2_FNR,0.4666666666666667
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B2_J,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B5_initial_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B5_initial_J,-0.5333333333333333
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,24,7,attack_fixed_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,24,7,attack_random_continuous,2048,entropy_AP,0.5166315379181311
secondary,test,continuous,24,7,attack_random_continuous,2048,unique_ratio_AP,0.5284869986666845
secondary,test,continuous,24,7,attack_random_continuous,2048,B2_attack_alert,0.5333333333333333
secondary,test,continuous,24,7,attack_random_continuous,2048,B2_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_random_continuous,2048,B2_FNR,0.4666666666666667
secondary,test,continuous,24,7,attack_random_continuous,2048,B2_J,0.0
secondary,test,continuous,24,7,attack_random_continuous,2048,B5_initial_attack_alert,0.5333333333333333
secondary,test,continuous,24,7,attack_random_continuous,2048,B5_initial_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_random_continuous,2048,B5_initial_FNR,0.4666666666666667
secondary,test,continuous,24,7,attack_random_continuous,2048,B5_initial_J,0.0
secondary,test,continuous,24,7,attack_random_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,24,7,attack_random_continuous,2048,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,7,attack_random_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,24,7,attack_random_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,24,7,attack_random_continuous,65536,entropy_AP,0.5
secondary,test,continuous,24,7,attack_random_continuous,65536,unique_ratio_AP,0.5
secondary,test,continuous,24,7,attack_random_continuous,65536,B2_attack_alert,0.5333333333333333
secondary,test,continuous,24,7,attack_random_continuous,65536,B2_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_random_continuous,65536,B2_FNR,0.4666666666666667
secondary,test,continuous,24,7,attack_random_continuous,65536,B2_J,0.0
secondary,test,continuous,24,7,attack_random_continuous,65536,B5_initial_attack_alert,0.5333333333333333
secondary,test,continuous,24,7,attack_random_continuous,65536,B5_initial_benign_trigger,0.5333333333333333
secondary,test,continuous,24,7,attack_random_continuous,65536,B5_initial_FNR,0.4666666666666667
secondary,test,continuous,24,7,attack_random_continuous,65536,B5_initial_J,0.0
secondary,test,continuous,24,7,attack_random_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,24,7,attack_random_continuous,65536,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,7,attack_random_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,24,7,attack_random_continuous,65536,B5_locked_J,0.0
primary,test,continuous,24,7,attack_sweep_continuous,2048,entropy_AP,0.5178765281383884
primary,test,continuous,24,7,attack_sweep_continuous,2048,unique_ratio_AP,0.533922573452463
primary,test,continuous,24,7,attack_sweep_continuous,2048,B2_attack_alert,0.5333333333333333
primary,test,continuous,24,7,attack_sweep_continuous,2048,B2_benign_trigger,0.5333333333333333
primary,test,continuous,24,7,attack_sweep_continuous,2048,B2_FNR,0.4666666666666667
primary,test,continuous,24,7,attack_sweep_continuous,2048,B2_J,0.0
primary,test,continuous,24,7,attack_sweep_continuous,2048,B5_initial_attack_alert,0.5333333333333333
primary,test,continuous,24,7,attack_sweep_continuous,2048,B5_initial_benign_trigger,0.5333333333333333
primary,test,continuous,24,7,attack_sweep_continuous,2048,B5_initial_FNR,0.4666666666666667
primary,test,continuous,24,7,attack_sweep_continuous,2048,B5_initial_J,0.0
primary,test,continuous,24,7,attack_sweep_continuous,2048,B5_locked_attack_alert,0.0
primary,test,continuous,24,7,attack_sweep_continuous,2048,B5_locked_benign_trigger,0.0
primary,test,continuous,24,7,attack_sweep_continuous,2048,B5_locked_FNR,1.0
primary,test,continuous,24,7,attack_sweep_continuous,2048,B5_locked_J,0.0
primary,test,continuous,24,7,attack_sweep_continuous,65536,entropy_AP,0.5
primary,test,continuous,24,7,attack_sweep_continuous,65536,unique_ratio_AP,0.5
primary,test,continuous,24,7,attack_sweep_continuous,65536,B2_attack_alert,0.5333333333333333
primary,test,continuous,24,7,attack_sweep_continuous,65536,B2_benign_trigger,0.5333333333333333
primary,test,continuous,24,7,attack_sweep_continuous,65536,B2_FNR,0.4666666666666667
primary,test,continuous,24,7,attack_sweep_continuous,65536,B2_J,0.0
primary,test,continuous,24,7,attack_sweep_continuous,65536,B5_initial_attack_alert,0.5333333333333333
primary,test,continuous,24,7,attack_sweep_continuous,65536,B5_initial_benign_trigger,0.5333333333333333
primary,test,continuous,24,7,attack_sweep_continuous,65536,B5_initial_FNR,0.4666666666666667
primary,test,continuous,24,7,attack_sweep_continuous,65536,B5_initial_J,0.0
primary,test,continuous,24,7,attack_sweep_continuous,65536,B5_locked_attack_alert,0.0
primary,test,continuous,24,7,attack_sweep_continuous,65536,B5_locked_benign_trigger,0.0
primary,test,continuous,24,7,attack_sweep_continuous,65536,B5_locked_FNR,1.0
primary,test,continuous,24,7,attack_sweep_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,entropy_AP,0.31645737193922596
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.3148736111179632
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B2_attack_alert,0.5733333333333334
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B2_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B2_FNR,0.42666666666666664
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B2_J,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B5_initial_J,-0.5733333333333334
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,entropy_AP,0.31506353339789084
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.3139951580567137
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B2_attack_alert,0.5733333333333334
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B2_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B2_FNR,0.42666666666666664
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B2_J,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B5_initial_J,-0.5733333333333334
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,24,9,attack_dup_sweep_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,2048,entropy_AP,0.3116530588956986
secondary,test,continuous,24,9,attack_fixed_continuous,2048,unique_ratio_AP,0.31218905368406824
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B2_attack_alert,0.5733333333333334
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B2_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B2_FNR,0.42666666666666664
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B2_J,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B5_initial_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B5_initial_J,-0.5733333333333334
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,24,9,attack_fixed_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,65536,entropy_AP,0.3116530588956986
secondary,test,continuous,24,9,attack_fixed_continuous,65536,unique_ratio_AP,0.31218905368406824
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B2_attack_alert,0.5733333333333334
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B2_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B2_FNR,0.42666666666666664
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B2_J,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B5_initial_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B5_initial_J,-0.5733333333333334
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,24,9,attack_fixed_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,24,9,attack_random_continuous,2048,entropy_AP,0.5201080209909132
secondary,test,continuous,24,9,attack_random_continuous,2048,unique_ratio_AP,0.5576587799844428
secondary,test,continuous,24,9,attack_random_continuous,2048,B2_attack_alert,0.5733333333333334
secondary,test,continuous,24,9,attack_random_continuous,2048,B2_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_random_continuous,2048,B2_FNR,0.42666666666666664
secondary,test,continuous,24,9,attack_random_continuous,2048,B2_J,0.0
secondary,test,continuous,24,9,attack_random_continuous,2048,B5_initial_attack_alert,0.5733333333333334
secondary,test,continuous,24,9,attack_random_continuous,2048,B5_initial_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_random_continuous,2048,B5_initial_FNR,0.42666666666666664
secondary,test,continuous,24,9,attack_random_continuous,2048,B5_initial_J,0.0
secondary,test,continuous,24,9,attack_random_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,24,9,attack_random_continuous,2048,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,9,attack_random_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,24,9,attack_random_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,24,9,attack_random_continuous,65536,entropy_AP,0.5048128780408219
secondary,test,continuous,24,9,attack_random_continuous,65536,unique_ratio_AP,0.5119453924914675
secondary,test,continuous,24,9,attack_random_continuous,65536,B2_attack_alert,0.5733333333333334
secondary,test,continuous,24,9,attack_random_continuous,65536,B2_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_random_continuous,65536,B2_FNR,0.42666666666666664
secondary,test,continuous,24,9,attack_random_continuous,65536,B2_J,0.0
secondary,test,continuous,24,9,attack_random_continuous,65536,B5_initial_attack_alert,0.5733333333333334
secondary,test,continuous,24,9,attack_random_continuous,65536,B5_initial_benign_trigger,0.5733333333333334
secondary,test,continuous,24,9,attack_random_continuous,65536,B5_initial_FNR,0.42666666666666664
secondary,test,continuous,24,9,attack_random_continuous,65536,B5_initial_J,0.0
secondary,test,continuous,24,9,attack_random_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,24,9,attack_random_continuous,65536,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,9,attack_random_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,24,9,attack_random_continuous,65536,B5_locked_J,0.0
primary,test,continuous,24,9,attack_sweep_continuous,2048,entropy_AP,0.5245342233367414
primary,test,continuous,24,9,attack_sweep_continuous,2048,unique_ratio_AP,0.5787316376029233
primary,test,continuous,24,9,attack_sweep_continuous,2048,B2_attack_alert,0.5733333333333334
primary,test,continuous,24,9,attack_sweep_continuous,2048,B2_benign_trigger,0.5733333333333334
primary,test,continuous,24,9,attack_sweep_continuous,2048,B2_FNR,0.42666666666666664
primary,test,continuous,24,9,attack_sweep_continuous,2048,B2_J,0.0
primary,test,continuous,24,9,attack_sweep_continuous,2048,B5_initial_attack_alert,0.5733333333333334
primary,test,continuous,24,9,attack_sweep_continuous,2048,B5_initial_benign_trigger,0.5733333333333334
primary,test,continuous,24,9,attack_sweep_continuous,2048,B5_initial_FNR,0.42666666666666664
primary,test,continuous,24,9,attack_sweep_continuous,2048,B5_initial_J,0.0
primary,test,continuous,24,9,attack_sweep_continuous,2048,B5_locked_attack_alert,0.0
primary,test,continuous,24,9,attack_sweep_continuous,2048,B5_locked_benign_trigger,0.0
primary,test,continuous,24,9,attack_sweep_continuous,2048,B5_locked_FNR,1.0
primary,test,continuous,24,9,attack_sweep_continuous,2048,B5_locked_J,0.0
primary,test,continuous,24,9,attack_sweep_continuous,65536,entropy_AP,0.5048128780408219
primary,test,continuous,24,9,attack_sweep_continuous,65536,unique_ratio_AP,0.5119453924914675
primary,test,continuous,24,9,attack_sweep_continuous,65536,B2_attack_alert,0.5733333333333334
primary,test,continuous,24,9,attack_sweep_continuous,65536,B2_benign_trigger,0.5733333333333334
primary,test,continuous,24,9,attack_sweep_continuous,65536,B2_FNR,0.42666666666666664
primary,test,continuous,24,9,attack_sweep_continuous,65536,B2_J,0.0
primary,test,continuous,24,9,attack_sweep_continuous,65536,B5_initial_attack_alert,0.5733333333333334
primary,test,continuous,24,9,attack_sweep_continuous,65536,B5_initial_benign_trigger,0.5733333333333334
primary,test,continuous,24,9,attack_sweep_continuous,65536,B5_initial_FNR,0.42666666666666664
primary,test,continuous,24,9,attack_sweep_continuous,65536,B5_initial_J,0.0
primary,test,continuous,24,9,attack_sweep_continuous,65536,B5_locked_attack_alert,0.0
primary,test,continuous,24,9,attack_sweep_continuous,65536,B5_locked_benign_trigger,0.0
primary,test,continuous,24,9,attack_sweep_continuous,65536,B5_locked_FNR,1.0
primary,test,continuous,24,9,attack_sweep_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,entropy_AP,0.31486258441367165
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.3159082385816754
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B2_attack_alert,0.6066666666666667
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B2_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B2_FNR,0.3933333333333333
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B2_J,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B5_initial_J,-0.6066666666666667
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,entropy_AP,0.3149872342089942
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.3160441074636796
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B2_attack_alert,0.6066666666666667
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B2_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B2_FNR,0.3933333333333333
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B2_J,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B5_initial_J,-0.6066666666666667
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,24,12,attack_dup_sweep_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,2048,entropy_AP,0.3155145601890694
secondary,test,continuous,24,12,attack_fixed_continuous,2048,unique_ratio_AP,0.31293534793483513
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B2_attack_alert,0.6066666666666667
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B2_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B2_FNR,0.3933333333333333
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B2_J,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B5_initial_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B5_initial_J,-0.6066666666666667
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,24,12,attack_fixed_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,65536,entropy_AP,0.3155145601890694
secondary,test,continuous,24,12,attack_fixed_continuous,65536,unique_ratio_AP,0.3129353479348352
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B2_attack_alert,0.6066666666666667
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B2_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B2_FNR,0.3933333333333333
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B2_J,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B5_initial_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B5_initial_J,-0.6066666666666667
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,24,12,attack_fixed_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,24,12,attack_random_continuous,2048,entropy_AP,0.5013110088192158
secondary,test,continuous,24,12,attack_random_continuous,2048,unique_ratio_AP,0.5005250410951652
secondary,test,continuous,24,12,attack_random_continuous,2048,B2_attack_alert,0.6066666666666667
secondary,test,continuous,24,12,attack_random_continuous,2048,B2_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_random_continuous,2048,B2_FNR,0.3933333333333333
secondary,test,continuous,24,12,attack_random_continuous,2048,B2_J,0.0
secondary,test,continuous,24,12,attack_random_continuous,2048,B5_initial_attack_alert,0.6066666666666667
secondary,test,continuous,24,12,attack_random_continuous,2048,B5_initial_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_random_continuous,2048,B5_initial_FNR,0.3933333333333333
secondary,test,continuous,24,12,attack_random_continuous,2048,B5_initial_J,0.0
secondary,test,continuous,24,12,attack_random_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,24,12,attack_random_continuous,2048,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,12,attack_random_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,24,12,attack_random_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,24,12,attack_random_continuous,65536,entropy_AP,0.5
secondary,test,continuous,24,12,attack_random_continuous,65536,unique_ratio_AP,0.5
secondary,test,continuous,24,12,attack_random_continuous,65536,B2_attack_alert,0.6066666666666667
secondary,test,continuous,24,12,attack_random_continuous,65536,B2_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_random_continuous,65536,B2_FNR,0.3933333333333333
secondary,test,continuous,24,12,attack_random_continuous,65536,B2_J,0.0
secondary,test,continuous,24,12,attack_random_continuous,65536,B5_initial_attack_alert,0.6066666666666667
secondary,test,continuous,24,12,attack_random_continuous,65536,B5_initial_benign_trigger,0.6066666666666667
secondary,test,continuous,24,12,attack_random_continuous,65536,B5_initial_FNR,0.3933333333333333
secondary,test,continuous,24,12,attack_random_continuous,65536,B5_initial_J,0.0
secondary,test,continuous,24,12,attack_random_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,24,12,attack_random_continuous,65536,B5_locked_benign_trigger,0.0
secondary,test,continuous,24,12,attack_random_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,24,12,attack_random_continuous,65536,B5_locked_J,0.0
primary,test,continuous,24,12,attack_sweep_continuous,2048,entropy_AP,0.5114795634199146
primary,test,continuous,24,12,attack_sweep_continuous,2048,unique_ratio_AP,0.5244546753178643
primary,test,continuous,24,12,attack_sweep_continuous,2048,B2_attack_alert,0.6066666666666667
primary,test,continuous,24,12,attack_sweep_continuous,2048,B2_benign_trigger,0.6066666666666667
primary,test,continuous,24,12,attack_sweep_continuous,2048,B2_FNR,0.3933333333333333
primary,test,continuous,24,12,attack_sweep_continuous,2048,B2_J,0.0
primary,test,continuous,24,12,attack_sweep_continuous,2048,B5_initial_attack_alert,0.6066666666666667
primary,test,continuous,24,12,attack_sweep_continuous,2048,B5_initial_benign_trigger,0.6066666666666667
primary,test,continuous,24,12,attack_sweep_continuous,2048,B5_initial_FNR,0.3933333333333333
primary,test,continuous,24,12,attack_sweep_continuous,2048,B5_initial_J,0.0
primary,test,continuous,24,12,attack_sweep_continuous,2048,B5_locked_attack_alert,0.0
primary,test,continuous,24,12,attack_sweep_continuous,2048,B5_locked_benign_trigger,0.0
primary,test,continuous,24,12,attack_sweep_continuous,2048,B5_locked_FNR,1.0
primary,test,continuous,24,12,attack_sweep_continuous,2048,B5_locked_J,0.0
primary,test,continuous,24,12,attack_sweep_continuous,65536,entropy_AP,0.5
primary,test,continuous,24,12,attack_sweep_continuous,65536,unique_ratio_AP,0.5
primary,test,continuous,24,12,attack_sweep_continuous,65536,B2_attack_alert,0.6066666666666667
