role,source_split,profile,level,pair_id,condition,space,metric,value
secondary,test,continuous,200,1,attack_dup_sweep_continuous,2048,B2_J,0.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,2048,B5_initial_J,-1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,2048,B5_locked_J,-1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,entropy_AP,0.3091965996185474
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.30964278459006545
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B2_attack_alert,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B2_benign_trigger,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B2_FNR,0.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B2_J,0.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B5_initial_J,-1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,200,1,attack_dup_sweep_continuous,65536,B5_locked_J,-1.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,entropy_AP,0.30895874410757596
secondary,test,continuous,200,1,attack_fixed_continuous,2048,unique_ratio_AP,0.3090251093315446
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B2_attack_alert,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B2_benign_trigger,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B2_FNR,0.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B2_J,0.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B5_initial_J,-1.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,2048,B5_locked_J,-1.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,entropy_AP,0.3089795021926355
secondary,test,continuous,200,1,attack_fixed_continuous,65536,unique_ratio_AP,0.30904324824126217
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B2_attack_alert,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B2_benign_trigger,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B2_FNR,0.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B2_J,0.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B5_initial_J,-1.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,200,1,attack_fixed_continuous,65536,B5_locked_J,-1.0
secondary,test,continuous,200,1,attack_random_continuous,2048,entropy_AP,0.48392164405774407
secondary,test,continuous,200,1,attack_random_continuous,2048,unique_ratio_AP,0.4454878122661696
secondary,test,continuous,200,1,attack_random_continuous,2048,B2_attack_alert,1.0
secondary,test,continuous,200,1,attack_random_continuous,2048,B2_benign_trigger,1.0
secondary,test,continuous,200,1,attack_random_continuous,2048,B2_FNR,0.0
secondary,test,continuous,200,1,attack_random_continuous,2048,B2_J,0.0
secondary,test,continuous,200,1,attack_random_continuous,2048,B5_initial_attack_alert,1.0
secondary,test,continuous,200,1,attack_random_continuous,2048,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,1,attack_random_continuous,2048,B5_initial_FNR,0.0
secondary,test,continuous,200,1,attack_random_continuous,2048,B5_initial_J,0.0
secondary,test,continuous,200,1,attack_random_continuous,2048,B5_locked_attack_alert,0.9933333333333333
secondary,test,continuous,200,1,attack_random_continuous,2048,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,1,attack_random_continuous,2048,B5_locked_FNR,0.00666666666666671
secondary,test,continuous,200,1,attack_random_continuous,2048,B5_locked_J,-0.00666666666666671
secondary,test,continuous,200,1,attack_random_continuous,65536,entropy_AP,0.5056352187986347
secondary,test,continuous,200,1,attack_random_continuous,65536,unique_ratio_AP,0.4575656364899174
secondary,test,continuous,200,1,attack_random_continuous,65536,B2_attack_alert,1.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B2_benign_trigger,1.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B2_FNR,0.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B2_J,0.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B5_initial_attack_alert,1.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B5_initial_FNR,0.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B5_initial_J,0.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B5_locked_attack_alert,1.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B5_locked_FNR,0.0
secondary,test,continuous,200,1,attack_random_continuous,65536,B5_locked_J,0.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,entropy_AP,0.7274750010080948
primary,test,continuous,200,1,attack_sweep_continuous,2048,unique_ratio_AP,0.988736019736389
primary,test,continuous,200,1,attack_sweep_continuous,2048,B2_attack_alert,1.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B2_benign_trigger,1.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B2_FNR,0.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B2_J,0.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B5_initial_attack_alert,1.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B5_initial_benign_trigger,1.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B5_initial_FNR,0.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B5_initial_J,0.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B5_locked_attack_alert,1.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B5_locked_benign_trigger,1.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B5_locked_FNR,0.0
primary,test,continuous,200,1,attack_sweep_continuous,2048,B5_locked_J,0.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,entropy_AP,0.5275187366527885
primary,test,continuous,200,1,attack_sweep_continuous,65536,unique_ratio_AP,0.5513634223957138
primary,test,continuous,200,1,attack_sweep_continuous,65536,B2_attack_alert,1.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B2_benign_trigger,1.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B2_FNR,0.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B2_J,0.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B5_initial_attack_alert,1.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B5_initial_benign_trigger,1.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B5_initial_FNR,0.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B5_initial_J,0.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B5_locked_attack_alert,1.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B5_locked_benign_trigger,1.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B5_locked_FNR,0.0
primary,test,continuous,200,1,attack_sweep_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,entropy_AP,0.3087241362560466
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.3096307346026955
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B2_attack_alert,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B2_benign_trigger,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B2_FNR,0.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B2_J,0.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B5_initial_J,-1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,2048,B5_locked_J,-1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,entropy_AP,0.3089206394019599
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.3098854553446666
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B2_attack_alert,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B2_benign_trigger,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B2_FNR,0.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B2_J,0.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B5_initial_J,-1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,200,3,attack_dup_sweep_continuous,65536,B5_locked_J,-1.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,entropy_AP,0.3088171008482788
secondary,test,continuous,200,3,attack_fixed_continuous,2048,unique_ratio_AP,0.30894855973863466
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B2_attack_alert,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B2_benign_trigger,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B2_FNR,0.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B2_J,0.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B5_initial_J,-1.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,2048,B5_locked_J,-1.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,entropy_AP,0.30891267635549174
secondary,test,continuous,200,3,attack_fixed_continuous,65536,unique_ratio_AP,0.3089758639261531
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B2_attack_alert,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B2_benign_trigger,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B2_FNR,0.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B2_J,0.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B5_initial_J,-1.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,200,3,attack_fixed_continuous,65536,B5_locked_J,-1.0
secondary,test,continuous,200,3,attack_random_continuous,2048,entropy_AP,0.5100898451650697
secondary,test,continuous,200,3,attack_random_continuous,2048,unique_ratio_AP,0.48823031076141166
secondary,test,continuous,200,3,attack_random_continuous,2048,B2_attack_alert,1.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B2_benign_trigger,1.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B2_FNR,0.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B2_J,0.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B5_initial_attack_alert,1.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B5_initial_FNR,0.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B5_initial_J,0.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B5_locked_attack_alert,1.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B5_locked_FNR,0.0
secondary,test,continuous,200,3,attack_random_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,200,3,attack_random_continuous,65536,entropy_AP,0.49398525619795963
secondary,test,continuous,200,3,attack_random_continuous,65536,unique_ratio_AP,0.4308703548066034
secondary,test,continuous,200,3,attack_random_continuous,65536,B2_attack_alert,1.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B2_benign_trigger,1.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B2_FNR,0.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B2_J,0.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B5_initial_attack_alert,1.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B5_initial_FNR,0.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B5_initial_J,0.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B5_locked_attack_alert,1.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B5_locked_FNR,0.0
secondary,test,continuous,200,3,attack_random_continuous,65536,B5_locked_J,0.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,entropy_AP,0.7120265430661866
primary,test,continuous,200,3,attack_sweep_continuous,2048,unique_ratio_AP,0.9971736600688412
primary,test,continuous,200,3,attack_sweep_continuous,2048,B2_attack_alert,1.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B2_benign_trigger,1.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B2_FNR,0.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B2_J,0.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B5_initial_attack_alert,1.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B5_initial_benign_trigger,1.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B5_initial_FNR,0.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B5_initial_J,0.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B5_locked_attack_alert,1.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B5_locked_benign_trigger,1.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B5_locked_FNR,0.0
primary,test,continuous,200,3,attack_sweep_continuous,2048,B5_locked_J,0.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,entropy_AP,0.5075486050396756
primary,test,continuous,200,3,attack_sweep_continuous,65536,unique_ratio_AP,0.5364864253201702
primary,test,continuous,200,3,attack_sweep_continuous,65536,B2_attack_alert,1.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B2_benign_trigger,1.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B2_FNR,0.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B2_J,0.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B5_initial_attack_alert,1.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B5_initial_benign_trigger,1.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B5_initial_FNR,0.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B5_initial_J,0.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B5_locked_attack_alert,1.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B5_locked_benign_trigger,1.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B5_locked_FNR,0.0
primary,test,continuous,200,3,attack_sweep_continuous,65536,B5_locked_J,0.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,entropy_AP,0.3085682103604437
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.30930921805896566
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B2_attack_alert,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B2_benign_trigger,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B2_FNR,0.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B2_J,0.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B5_initial_J,-1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,2048,B5_locked_J,-1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,entropy_AP,0.3088171428987565
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.30929218448465257
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B2_attack_alert,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B2_benign_trigger,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B2_FNR,0.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B2_J,0.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B5_initial_J,-1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,200,15,attack_dup_sweep_continuous,65536,B5_locked_J,-1.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,entropy_AP,0.3087740911432209
secondary,test,continuous,200,15,attack_fixed_continuous,2048,unique_ratio_AP,0.3090110893226329
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B2_attack_alert,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B2_benign_trigger,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B2_FNR,0.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B2_J,0.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B5_initial_FNR,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B5_initial_J,-1.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B5_locked_FNR,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,2048,B5_locked_J,-1.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,entropy_AP,0.3088278241061603
secondary,test,continuous,200,15,attack_fixed_continuous,65536,unique_ratio_AP,0.3089228800857883
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B2_attack_alert,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B2_benign_trigger,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B2_FNR,0.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B2_J,0.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B5_initial_FNR,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B5_initial_J,-1.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B5_locked_FNR,1.0
secondary,test,continuous,200,15,attack_fixed_continuous,65536,B5_locked_J,-1.0
secondary,test,continuous,200,15,attack_random_continuous,2048,entropy_AP,0.5246963611439166
secondary,test,continuous,200,15,attack_random_continuous,2048,unique_ratio_AP,0.49908924424354023
secondary,test,continuous,200,15,attack_random_continuous,2048,B2_attack_alert,1.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B2_benign_trigger,1.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B2_FNR,0.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B2_J,0.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B5_initial_attack_alert,1.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B5_initial_FNR,0.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B5_initial_J,0.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B5_locked_attack_alert,1.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B5_locked_FNR,0.0
secondary,test,continuous,200,15,attack_random_continuous,2048,B5_locked_J,0.0
secondary,test,continuous,200,15,attack_random_continuous,65536,entropy_AP,0.49865710189943924
secondary,test,continuous,200,15,attack_random_continuous,65536,unique_ratio_AP,0.4402626573544792
secondary,test,continuous,200,15,attack_random_continuous,65536,B2_attack_alert,1.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B2_benign_trigger,1.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B2_FNR,0.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B2_J,0.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B5_initial_attack_alert,1.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B5_initial_benign_trigger,1.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B5_initial_FNR,0.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B5_initial_J,0.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B5_locked_attack_alert,1.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B5_locked_benign_trigger,1.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B5_locked_FNR,0.0
secondary,test,continuous,200,15,attack_random_continuous,65536,B5_locked_J,0.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,entropy_AP,0.7582828893755598
primary,test,continuous,200,15,attack_sweep_continuous,2048,unique_ratio_AP,0.9898334075079747
primary,test,continuous,200,15,attack_sweep_continuous,2048,B2_attack_alert,1.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B2_benign_trigger,1.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B2_FNR,0.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B2_J,0.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B5_initial_attack_alert,1.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B5_initial_benign_trigger,1.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B5_initial_FNR,0.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B5_initial_J,0.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B5_locked_attack_alert,1.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B5_locked_benign_trigger,1.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B5_locked_FNR,0.0
primary,test,continuous,200,15,attack_sweep_continuous,2048,B5_locked_J,0.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,entropy_AP,0.5038816080385297
primary,test,continuous,200,15,attack_sweep_continuous,65536,unique_ratio_AP,0.49791766673649446
primary,test,continuous,200,15,attack_sweep_continuous,65536,B2_attack_alert,1.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,B2_benign_trigger,1.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,B2_FNR,0.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,B2_J,0.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,B5_initial_attack_alert,1.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,B5_initial_benign_trigger,1.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,B5_initial_FNR,0.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,B5_initial_J,0.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,B5_locked_attack_alert,1.0
primary,test,continuous,200,15,attack_sweep_continuous,65536,B5_locked_benign_trigger,1.0
