round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18995.example.net	100.000	340.000	203.0.113.80	answer	0	0
2	u28995.example.net	40.000	30.000	203.0.113.80	answer	0	0
3	u38995.example.net	50.000	20.000	203.0.113.80	answer	0	0
4	u48995.example.net	40.000	20.000	203.0.113.80	answer	0	0
5	u58995.example.net	40.000	10.000	203.0.113.80	answer	0	0
6	u68995.example.net	50.000	20.000	203.0.113.80	answer	0	0
7	u78995.example.net	40.000	10.000	203.0.113.80	answer	0	0
8	u88995.example.net	50.000	20.000	203.0.113.80	answer	0	0
9	u98995.example.net	50.000	10.000	203.0.113.80	answer	0	0
10	u108995.example.net	50.000	30.000	203.0.113.80	answer	0	0
11	u118995.example.net	40.000	30.000	203.0.113.80	answer	0	0
12	u128995.example.net	40.000	10.000	203.0.113.80	answer	0	0
13	u138995.example.net	40.000	30.000	203.0.113.80	answer	0	0
14	u148995.example.net	40.000	10.000	203.0.113.80	answer	0	0
15	u158995.example.net	40.000	10.000	203.0.113.80	answer	0	0
16	u168995.example.net	40.000	20.000	203.0.113.80	answer	0	0
17	u178995.example.net	40.000	20.000	203.0.113.80	answer	0	0
18	u188995.example.net	40.000	20.000	203.0.113.80	answer	0	0
19	u198995.example.net	40.000	20.000	203.0.113.80	answer	0	0
20	u208995.example.net	50.000	20.000	203.0.113.80	answer	0	0
21	u218995.example.net	60.000	10.000	203.0.113.80	answer	0	0
22	u228995.example.net	50.000	10.000	203.0.113.80	answer	0	0
23	u238995.example.net	30.000	30.000	203.0.113.80	answer	0	0
24	u248995.example.net	50.000	20.000	203.0.113.80	answer	0	0
25	u258995.example.net	50.000	20.000	203.0.113.80	answer	0	0
26	u268995.example.net	40.000	10.000	203.0.113.80	answer	0	0
27	u278995.example.net	60.000	20.000	203.0.113.80	answer	0	0
28	u288995.example.net	30.000	20.000	203.0.113.80	answer	0	0
29	u298995.example.net	30.000	30.000	203.0.113.80	answer	0	0
30	u308995.example.net	50.000	40.000	203.0.113.80	answer	0	0
31	u318995.example.net	60.000	20.000	203.0.113.80	answer	0	0
32	u328995.example.net	40.000	20.000	203.0.113.80	answer	0	0
33	u338995.example.net	30.000	20.000	203.0.113.80	answer	0	0
34	u348995.example.net	50.000	20.000	203.0.113.80	answer	0	0
35	u358995.example.net	50.000	30.000	203.0.113.80	answer	0	0
36	u368995.example.net	50.000	20.000	203.0.113.80	answer	0	0
37	u378995.example.net	40.000	20.000	203.0.113.80	answer	0	0
38	u388995.example.net	40.000	20.000	203.0.113.80	answer	0	0
39	u398995.example.net	30.000	10.000	203.0.113.80	answer	0	0
40	u408995.example.net	40.000	30.000	203.0.113.80	answer	0	0
41	u418995.example.net	20.000	10.000	203.0.113.80	answer	0	0
42	u428995.example.net	30.000	20.000	203.0.113.80	answer	0	0
43	u438995.example.net	60.000	20.000	203.0.113.80	answer	0	0
44	u448995.example.net	40.000	30.000	203.0.113.80	answer	0	0
45	u458995.example.net	40.000	10.000	203.0.113.80	answer	0	0
46	u468995.example.net	40.000	20.000	203.0.113.80	answer	0	0
47	u478995.example.net	30.000	20.000	203.0.113.80	answer	0	0
48	u488995.example.net	30.000	20.000	203.0.113.80	answer	0	0
49	u498995.example.net	50.000	10.000	203.0.113.80	answer	0	0
50	u508995.example.net	40.000	30.000	203.0.113.80	answer	0	0
