round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18945.example.net	100.000	330.000	203.0.113.80	answer	0	0
2	u28945.example.net	40.000	30.000	203.0.113.80	answer	0	0
3	u38945.example.net	40.000	20.000	203.0.113.80	answer	0	0
4	u48945.example.net	40.000	20.000	203.0.113.80	answer	0	0
5	u58945.example.net	40.000	30.000	203.0.113.80	answer	0	0
6	u68945.example.net	50.000	20.000	203.0.113.80	answer	0	0
7	u78945.example.net	70.000	30.000	203.0.113.80	answer	0	0
8	u88945.example.net	40.000	20.000	203.0.113.80	answer	0	0
9	u98945.example.net	50.000	20.000	203.0.113.80	answer	0	0
10	u108945.example.net	40.000	20.000	203.0.113.80	answer	0	0
11	u118945.example.net	40.000	20.000	203.0.113.80	answer	0	0
12	u128945.example.net	40.000	20.000	203.0.113.80	answer	0	0
13	u138945.example.net	50.000	10.000	203.0.113.80	answer	0	0
14	u148945.example.net	40.000	20.000	203.0.113.80	answer	0	0
15	u158945.example.net	40.000	10.000	203.0.113.80	answer	0	0
16	u168945.example.net	50.000	20.000	203.0.113.80	answer	0	0
17	u178945.example.net	50.000	10.000	203.0.113.80	answer	0	0
18	u188945.example.net	50.000	20.000	203.0.113.80	answer	0	0
19	u198945.example.net	40.000	20.000	203.0.113.80	answer	0	0
20	u208945.example.net	30.000	30.000	203.0.113.80	answer	0	0
21	u218945.example.net	40.000	20.000	203.0.113.80	answer	0	0
22	u228945.example.net	60.000	20.000	203.0.113.80	answer	0	0
23	u238945.example.net	40.000	20.000	203.0.113.80	answer	0	0
24	u248945.example.net	30.000	20.000	203.0.113.80	answer	0	0
25	u258945.example.net	60.000	10.000	203.0.113.80	answer	0	0
26	u268945.example.net	40.000	20.000	203.0.113.80	answer	0	0
27	u278945.example.net	40.000	20.000	203.0.113.80	answer	0	0
28	u288945.example.net	60.000	20.000	203.0.113.80	answer	0	0
29	u298945.example.net	40.000	20.000	203.0.113.80	answer	0	0
30	u308945.example.net	40.000	20.000	203.0.113.80	answer	0	0
31	u318945.example.net	50.000	30.000	203.0.113.80	answer	0	0
32	u328945.example.net	40.000	10.000	203.0.113.80	answer	0	0
33	u338945.example.net	40.000	20.000	203.0.113.80	answer	0	0
34	u348945.example.net	40.000	30.000	203.0.113.80	answer	0	0
35	u358945.example.net	50.000	20.000	203.0.113.80	answer	0	0
36	u368945.example.net	40.000	20.000	203.0.113.80	answer	0	0
37	u378945.example.net	30.000	10.000	203.0.113.80	answer	0	0
38	u388945.example.net	40.000	20.000	203.0.113.80	answer	0	0
39	u398945.example.net	50.000	10.000	203.0.113.80	answer	0	0
40	u408945.example.net	40.000	20.000	203.0.113.80	answer	0	0
41	u418945.example.net	50.000	10.000	203.0.113.80	answer	0	0
42	u428945.example.net	40.000	10.000	203.0.113.80	answer	0	0
43	u438945.example.net	40.000	20.000	203.0.113.80	answer	0	0
44	u448945.example.net	50.000	20.000	203.0.113.80	answer	0	0
45	u458945.example.net	40.000	30.000	203.0.113.80	answer	0	0
46	u468945.example.net	50.000	20.000	203.0.113.80	answer	0	0
47	u478945.example.net	40.000	30.000	203.0.113.80	answer	0	0
48	u488945.example.net	30.000	20.000	203.0.113.80	answer	0	0
49	u498945.example.net	50.000	20.000	203.0.113.80	answer	0	0
50	u508945.example.net	30.000	20.000	203.0.113.80	answer	0	0
