[+] E5-unbound probe: zone=example.net, rounds=50, resolver=10.80.0.53, profile=benign-frag
[1/50] trigger=u19011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=110.000ms bank=320.000ms
[2/50] trigger=u29011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[3/50] trigger=u39011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=30.000ms
[4/50] trigger=u49011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[5/50] trigger=u59011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=20.000ms
[6/50] trigger=u69011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=20.000ms
[7/50] trigger=u79011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=40.000ms
[8/50] trigger=u89011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[9/50] trigger=u99011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=60.000ms bank=20.000ms
[10/50] trigger=u109011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[11/50] trigger=u119011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[12/50] trigger=u129011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=10.000ms
[13/50] trigger=u139011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=30.000ms bank=20.000ms
[14/50] trigger=u149011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=40.000ms
[15/50] trigger=u159011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=10.000ms
[16/50] trigger=u169011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=30.000ms
[17/50] trigger=u179011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=20.000ms
[18/50] trigger=u189011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=60.000ms bank=20.000ms
[19/50] trigger=u199011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=60.000ms bank=20.000ms
[20/50] trigger=u209011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=40.000ms
[21/50] trigger=u219011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[22/50] trigger=u229011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[23/50] trigger=u239011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=60.000ms bank=10.000ms
[24/50] trigger=u249011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=60.000ms bank=20.000ms
[25/50] trigger=u259011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=10.000ms
[26/50] trigger=u269011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=30.000ms bank=40.000ms
[27/50] trigger=u279011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[28/50] trigger=u289011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=70.000ms bank=10.000ms
[29/50] trigger=u299011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=60.000ms bank=20.000ms
[30/50] trigger=u309011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[31/50] trigger=u319011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=70.000ms bank=40.000ms
[32/50] trigger=u329011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[33/50] trigger=u339011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=30.000ms
[34/50] trigger=u349011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=40.000ms
[35/50] trigger=u359011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=60.000ms bank=50.000ms
[36/50] trigger=u369011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=60.000ms bank=40.000ms
[37/50] trigger=u379011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=60.000ms bank=20.000ms
[38/50] trigger=u389011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=70.000ms bank=10.000ms
[39/50] trigger=u399011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=20.000ms bank=50.000ms
[40/50] trigger=u409011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=50.000ms bank=20.000ms
[41/50] trigger=u419011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=20.000ms
[42/50] trigger=u429011.example.net status=answer rc=0 bank.com -> 203.0.113.80 rc=0 | trigger=40.000ms bank=20.000ms
