split,profile,condition,role,level,pair_id,schedule_seed,query_seed,payload_seed,arrival_schedule_sha256,query_schedule_sha256,decisions,fragments_total,benign_fragments_total,attack_fragments_total,measurement_start_seconds,measurement_end_seconds,samples_mean,samples_p95,entropy_mean,unique_ratio_mean,blocks_legacy,blocks_combined,blocks_volume,blocks_entropy,blocks_unique,rate_legacy,rate_combined,rate_volume,rate_entropy,rate_unique,raw_file,raw_sha256
calibration,bursty,benign_bursty,benign,120,0,9094730634991049090,7731947063946811146,8263475454355799928,487c55d01c2d49dcd00be95da9b31ce3472e8433cb86d92ca78e03151a54e398,fbb5ddc19513193128adeef9042c2263f6198fc5d4a48f9ce6ce37516c6384df,150,2684,2684,0,6.147882133639972,43.397882133639975,121.78666666666666,175.64999999999995,6.799994652669564,0.9697916486901138,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_00.jsonl.gz,b36732f3e48060d5a318a027bcdcb01a786d8641a4a837acefa3674225c44ccd
calibration,bursty,benign_bursty,benign,120,1,15914461639275373002,2898681526823918243,9975966364797462648,aedd2e784cf2f85731f9f3a7ba9a5adec9ab52a3a1d06e245249fdbde4ad5469,cfd2a2c04493042ab047801b371533dbe63030cc6a75e4398148f64266f94499,150,2478,2478,0,6.143309317372777,43.393309317372776,118.51333333333334,171.0,6.767001202719968,0.9725491961014391,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_01.jsonl.gz,5f930382d6a756c3d341a046208d7a7d9b8b75bf04048a7bafa15c0c8f3b8436
calibration,bursty,benign_bursty,benign,120,2,12917209146805106535,4290902028158555246,15698340832995626372,9897ca2cecb17bf3560b28599cfde66b0b8ecd692ea198ff6daaecd1ec5fd1ea,45c3ca347e38d1afaf4ba3614605a739bf51bca64ad33730e33f65f33b555302,150,2594,2594,0,6.062613345779381,43.31261334577938,121.3,175.54999999999998,6.800182964874454,0.9732939929004613,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_02.jsonl.gz,131ceb824b9ef5ccfb640dd76feece4750c60b953c113514e4d0e0ab4adf5f5d
calibration,bursty,benign_bursty,benign,120,3,16877136812781217421,1743841590115959880,1660905765677296732,74a11acf6513110be6ddcf49f2aa63ee8c4566b9cdf83e5c4be3ccb318a17407,dcb86a6a795eca858e6df6cec3c7399943f3f3746b7e2e78e9d32adc56f9eb94,150,2660,2660,0,6.04842364466357,43.29842364466357,125.1,180.0,6.837400663712612,0.9689114090914708,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_03.jsonl.gz,5d602a6c744568e91487100389b6d4bc063580b7d37d8cd4d6ec025428fb8fdc
calibration,bursty,benign_bursty,benign,120,4,16889806125067538823,10407009759034297970,14755256129381189788,18b2587ff61a3cb0db23109b1b83c726337d65a12c20a9187b06e6d7de084e5a,0fe6d240ceae82016df1606f942ba1c966c3e4c07b45157dd69de818298a91e9,150,2647,2647,0,6.155026615170997,43.405026615170996,121.38,176.54999999999998,6.7987053396395085,0.9684875119480975,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_04.jsonl.gz,4cb1a300fecf9a1f178f63744a1a4054542c39d34320f8b05b0a24a2733c80bb
calibration,bursty,benign_bursty,benign,120,5,1057321770108647701,14201164761692938346,18149155678698769283,18cc0454c6b05f2bd6e5a642c7cc7f2301bfc8b0509dd7efcdba9e7fea58e3a2,912d64bd79e9b26184f41821d6cfff09bc486bb3908a1c6e7d692f8fa8acd358,150,2522,2522,0,6.091688015040798,43.3416880150408,120.00666666666666,170.0,6.784903557756012,0.9708079292247409,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_05.jsonl.gz,c05a7178a9899f9ae6b6a72365450a713099b785472fd9733be6ca08cb868d7b
calibration,bursty,benign_bursty,benign,120,6,3122616394761805408,14352200112316549683,8501803386825253583,6c7f5a1e3a62f478993bd4e1f362d14e36a784952b1460a72c379a17b9a46fa8,5c80af431bd0182d0f4335302e28cdb39fc0e1c034f8fee9ff345d80630c8202,150,2736,2736,0,6.202735470027214,43.452735470027214,123.25333333333333,186.19999999999993,6.809125473871489,0.9702223349415359,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_06.jsonl.gz,48c249177c1321861d9318db4288911267cf015b944165bf2da9e67c97998717
calibration,bursty,benign_bursty,benign,120,7,8554661712065054858,14717709855775747857,13646057635979842475,55e69da67ed7aa3d8758ea7297c0988bedce6769963d3fb78eab95aeecddfc22,7b0f788f2a5ec868e4266460eee14223b3ca3970aee9916cc44ce2c99254abf4,150,2587,2587,0,6.177697794815228,43.42769779481523,120.94666666666667,181.0,6.786749759712968,0.9702729949092619,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_07.jsonl.gz,75177920c46e3e2a96b4d73e4f35c0d2599d526696f2ff2b2ea4633d80e3ef2f
calibration,bursty,benign_bursty,benign,120,8,16870464274881402400,1950564853341907980,2835240278699891410,34802f7068c3b41ef71d681f7b0b5ddff424775fde53d41dd5a34bf71c3206a7,1d74e62ffd27490faff55c99112df4c98fd91cd57a7cb14d195520004cade493,150,2693,2693,0,6.117693809455416,43.36769380945542,121.37333333333333,182.54999999999998,6.792151327154845,0.9708674860067121,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_08.jsonl.gz,0123cb66847dda14f2d73695d2f0d077d2b77cc18e76e787ecb9cbfdfb6544da
calibration,bursty,benign_bursty,benign,120,9,11225702634583821308,16532337783184678241,6350787491894144617,881f65418bc04fc0dd905a14be41757398db200cc00400438232ce86508d7412,c2b890463a089fa2aca5cdd00a101a10143cb4d23463c438766968c64c198dfc,150,2661,2661,0,6.168217183673487,43.41821718367349,121.59333333333333,177.0,6.806170725233619,0.9733402593873821,150,150,150,150,150,1.0,1.0,1.0,1.0,1.0,raw_runs/calibration/benign_bursty/level_120/pair_09.jsonl.gz,ce9b0a5e0e49fbbbc80bf7ed8c63b15b39cf648797dc79a0314e8098c2a49d3c
