[+] E5-unbound probe: zone=example.net, rounds=50, resolver=10.80.0.53, profile=attack
[1/50] trigger=u18720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=110.000ms bank=120.000ms
[2/50] trigger=u28720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=20.000ms
[3/50] trigger=u38720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=20.000ms
[4/50] trigger=u48720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=40.000ms bank=30.000ms
[5/50] trigger=u58720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=40.000ms bank=20.000ms
[6/50] trigger=u68720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=40.000ms bank=20.000ms
[7/50] trigger=u78720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=40.000ms bank=10.000ms
[8/50] trigger=u88720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=20.000ms
[9/50] trigger=u98720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=20.000ms bank=20.000ms
[10/50] trigger=u108720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=20.000ms
[11/50] trigger=u118720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=40.000ms bank=20.000ms
[12/50] trigger=u128720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=60.000ms bank=20.000ms
[13/50] trigger=u138720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=20.000ms
[14/50] trigger=u148720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=30.000ms bank=20.000ms
[15/50] trigger=u158720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=30.000ms bank=20.000ms
[16/50] trigger=u168720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=20.000ms
[17/50] trigger=u178720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=30.000ms bank=20.000ms
[18/50] trigger=u188720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=40.000ms bank=20.000ms
[19/50] trigger=u198720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=30.000ms
[20/50] trigger=u208720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=30.000ms bank=30.000ms
[21/50] trigger=u218720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=20.000ms
[22/50] trigger=u228720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=30.000ms bank=20.000ms
[23/50] trigger=u238720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=20.000ms
[24/50] trigger=u248720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=50.000ms bank=10.000ms
[25/50] trigger=u258720.example.net status=answer rc=0 bank.com -> 6.6.6.6 rc=0 | trigger=30.000ms bank=20.000ms
