round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18824.example.net	90.000	150.000	6.6.6.6	answer	0	0
2	u28824.example.net	50.000	20.000	6.6.6.6	answer	0	0
3	u38824.example.net	50.000	20.000	6.6.6.6	answer	0	0
4	u48824.example.net	40.000	30.000	6.6.6.6	answer	0	0
5	u58824.example.net	40.000	30.000	6.6.6.6	answer	0	0
6	u68824.example.net	40.000	20.000	6.6.6.6	answer	0	0
7	u78824.example.net	60.000	30.000	6.6.6.6	answer	0	0
8	u88824.example.net	40.000	20.000	6.6.6.6	answer	0	0
9	u98824.example.net	30.000	20.000	6.6.6.6	answer	0	0
10	u108825.example.net	40.000	20.000	6.6.6.6	answer	0	0
11	u118825.example.net	40.000	20.000	6.6.6.6	answer	0	0
12	u128825.example.net	40.000	20.000	6.6.6.6	answer	0	0
13	u138825.example.net	40.000	40.000	6.6.6.6	answer	0	0
14	u148825.example.net	40.000	20.000	6.6.6.6	answer	0	0
15	u158825.example.net	40.000	10.000	6.6.6.6	answer	0	0
16	u168825.example.net	50.000	30.000	6.6.6.6	answer	0	0
17	u178825.example.net	60.000	10.000	6.6.6.6	answer	0	0
18	u188825.example.net	50.000	20.000	6.6.6.6	answer	0	0
19	u198825.example.net	50.000	10.000	6.6.6.6	answer	0	0
20	u208825.example.net	40.000	20.000	6.6.6.6	answer	0	0
21	u218825.example.net	40.000	20.000	6.6.6.6	answer	0	0
22	u228825.example.net	60.000	30.000	6.6.6.6	answer	0	0
23	u238825.example.net	30.000	20.000	6.6.6.6	answer	0	0
24	u248825.example.net	30.000	20.000	6.6.6.6	answer	0	0
25	u258825.example.net	40.000	30.000	6.6.6.6	answer	0	0
26	u268825.example.net	60.000	20.000	6.6.6.6	answer	0	0
27	u278825.example.net	40.000	20.000	6.6.6.6	answer	0	0
28	u288825.example.net	60.000	30.000	6.6.6.6	answer	0	0
29	u298825.example.net	50.000	10.000	6.6.6.6	answer	0	0
30	u308825.example.net	40.000	20.000	6.6.6.6	answer	0	0
31	u318825.example.net	30.000	20.000	6.6.6.6	answer	0	0
32	u328825.example.net	40.000	20.000	6.6.6.6	answer	0	0
33	u338825.example.net	40.000	10.000	6.6.6.6	answer	0	0
34	u348825.example.net	50.000	30.000	6.6.6.6	answer	0	0
35	u358825.example.net	50.000	20.000	6.6.6.6	answer	0	0
36	u368825.example.net	50.000	20.000	6.6.6.6	answer	0	0
37	u378825.example.net	40.000	20.000	6.6.6.6	answer	0	0
38	u388825.example.net	40.000	20.000	6.6.6.6	answer	0	0
39	u398825.example.net	30.000	20.000	6.6.6.6	answer	0	0
40	u408825.example.net	30.000	20.000	6.6.6.6	answer	0	0
41	u418825.example.net	50.000	20.000	6.6.6.6	answer	0	0
42	u428825.example.net	40.000	20.000	6.6.6.6	answer	0	0
43	u438825.example.net	60.000	20.000	6.6.6.6	answer	0	0
44	u448825.example.net	50.000	20.000	6.6.6.6	answer	0	0
45	u458825.example.net	40.000	20.000	6.6.6.6	answer	0	0
46	u468825.example.net	30.000	20.000	6.6.6.6	answer	0	0
47	u478825.example.net	40.000	10.000	6.6.6.6	answer	0	0
48	u488825.example.net	50.000	10.000	6.6.6.6	answer	0	0
49	u498825.example.net	50.000	20.000	6.6.6.6	answer	0	0
50	u508825.example.net	30.000	20.000	6.6.6.6	answer	0	0
