round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18932.example.net	120.000	340.000	203.0.113.80	answer	0	0
2	u28932.example.net	60.000	20.000	203.0.113.80	answer	0	0
3	u38932.example.net	40.000	20.000	203.0.113.80	answer	0	0
4	u48932.example.net	40.000	20.000	203.0.113.80	answer	0	0
5	u58932.example.net	40.000	20.000	203.0.113.80	answer	0	0
6	u68932.example.net	40.000	20.000	203.0.113.80	answer	0	0
7	u78932.example.net	30.000	30.000	203.0.113.80	answer	0	0
8	u88932.example.net	60.000	20.000	203.0.113.80	answer	0	0
9	u98932.example.net	40.000	10.000	203.0.113.80	answer	0	0
10	u108932.example.net	40.000	20.000	203.0.113.80	answer	0	0
11	u118932.example.net	30.000	30.000	203.0.113.80	answer	0	0
12	u128932.example.net	50.000	20.000	203.0.113.80	answer	0	0
13	u138932.example.net	50.000	20.000	203.0.113.80	answer	0	0
14	u148932.example.net	30.000	20.000	203.0.113.80	answer	0	0
15	u158932.example.net	40.000	20.000	203.0.113.80	answer	0	0
16	u168932.example.net	40.000	20.000	203.0.113.80	answer	0	0
17	u178932.example.net	40.000	20.000	203.0.113.80	answer	0	0
18	u188932.example.net	50.000	20.000	203.0.113.80	answer	0	0
19	u198932.example.net	40.000	20.000	203.0.113.80	answer	0	0
20	u208932.example.net	50.000	30.000	203.0.113.80	answer	0	0
21	u218932.example.net	40.000	20.000	203.0.113.80	answer	0	0
22	u228932.example.net	50.000	30.000	203.0.113.80	answer	0	0
23	u238932.example.net	50.000	30.000	203.0.113.80	answer	0	0
24	u248932.example.net	40.000	20.000	203.0.113.80	answer	0	0
25	u258932.example.net	30.000	20.000	203.0.113.80	answer	0	0
26	u268932.example.net	50.000	20.000	203.0.113.80	answer	0	0
27	u278932.example.net	40.000	20.000	203.0.113.80	answer	0	0
28	u288932.example.net	60.000	20.000	203.0.113.80	answer	0	0
29	u298932.example.net	40.000	20.000	203.0.113.80	answer	0	0
30	u308932.example.net	40.000	20.000	203.0.113.80	answer	0	0
31	u318932.example.net	60.000	20.000	203.0.113.80	answer	0	0
32	u328932.example.net	40.000	10.000	203.0.113.80	answer	0	0
33	u338932.example.net	30.000	20.000	203.0.113.80	answer	0	0
34	u348932.example.net	40.000	20.000	203.0.113.80	answer	0	0
35	u358932.example.net	40.000	20.000	203.0.113.80	answer	0	0
36	u368932.example.net	40.000	20.000	203.0.113.80	answer	0	0
37	u378932.example.net	50.000	20.000	203.0.113.80	answer	0	0
38	u388932.example.net	40.000	30.000	203.0.113.80	answer	0	0
39	u398932.example.net	40.000	20.000	203.0.113.80	answer	0	0
40	u408932.example.net	30.000	20.000	203.0.113.80	answer	0	0
41	u418932.example.net	40.000	20.000	203.0.113.80	answer	0	0
42	u428932.example.net	50.000	10.000	203.0.113.80	answer	0	0
43	u438932.example.net	50.000	20.000	203.0.113.80	answer	0	0
44	u448932.example.net	50.000	10.000	203.0.113.80	answer	0	0
45	u458932.example.net	50.000	10.000	203.0.113.80	answer	0	0
46	u468932.example.net	40.000	10.000	203.0.113.80	answer	0	0
47	u478932.example.net	30.000	10.000	203.0.113.80	answer	0	0
48	u488932.example.net	50.000	20.000	203.0.113.80	answer	0	0
49	u498932.example.net	30.000	20.000	203.0.113.80	answer	0	0
50	u508932.example.net	50.000	20.000	203.0.113.80	answer	0	0
