round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18684.example.net	100.000	130.000	6.6.6.6	answer	0	0
2	u28684.example.net	400.000	20.000	6.6.6.6	answer	0	0
3	u38684.example.net	40.000	20.000	6.6.6.6	answer	0	0
4	u48684.example.net	50.000	20.000	6.6.6.6	answer	0	0
5	u58684.example.net	40.000	20.000	6.6.6.6	answer	0	0
6	u68684.example.net	40.000	10.000	6.6.6.6	answer	0	0
7	u78684.example.net	60.000	20.000	6.6.6.6	answer	0	0
8	u88684.example.net	40.000	20.000	6.6.6.6	answer	0	0
9	u98684.example.net	40.000	20.000	6.6.6.6	answer	0	0
10	u108684.example.net	140.000	20.000	6.6.6.6	answer	0	0
11	u118684.example.net	50.000	10.000	6.6.6.6	answer	0	0
12	u128684.example.net	30.000	10.000	6.6.6.6	answer	0	0
13	u138684.example.net	50.000	20.000	6.6.6.6	answer	0	0
14	u148684.example.net	50.000	20.000	6.6.6.6	answer	0	0
15	u158684.example.net	40.000	20.000	6.6.6.6	answer	0	0
16	u168684.example.net	30.000	10.000	6.6.6.6	answer	0	0
17	u178684.example.net	50.000	20.000	6.6.6.6	answer	0	0
18	u188684.example.net	40.000	20.000	6.6.6.6	answer	0	0
19	u198684.example.net	40.000	20.000	6.6.6.6	answer	0	0
20	u208684.example.net	50.000	20.000	6.6.6.6	answer	0	0
21	u218684.example.net	40.000	30.000	6.6.6.6	answer	0	0
22	u228684.example.net	50.000	10.000	6.6.6.6	answer	0	0
23	u238684.example.net	30.000	20.000	6.6.6.6	answer	0	0
24	u248684.example.net	60.000	30.000	6.6.6.6	answer	0	0
25	u258684.example.net	30.000	20.000	6.6.6.6	answer	0	0
26	u268684.example.net	40.000	20.000	6.6.6.6	answer	0	0
27	u278684.example.net	40.000	10.000	6.6.6.6	answer	0	0
28	u288684.example.net	40.000	30.000	6.6.6.6	answer	0	0
29	u298684.example.net	40.000	20.000	6.6.6.6	answer	0	0
30	u308684.example.net	40.000	30.000	6.6.6.6	answer	0	0
31	u318684.example.net	40.000	20.000	6.6.6.6	answer	0	0
32	u328684.example.net	40.000	20.000	6.6.6.6	answer	0	0
33	u338684.example.net	30.000	20.000	6.6.6.6	answer	0	0
34	u348684.example.net	60.000	20.000	6.6.6.6	answer	0	0
35	u358684.example.net	50.000	20.000	6.6.6.6	answer	0	0
36	u368684.example.net	30.000	20.000	6.6.6.6	answer	0	0
37	u378684.example.net	40.000	20.000	6.6.6.6	answer	0	0
38	u388684.example.net	50.000	10.000	6.6.6.6	answer	0	0
39	u398684.example.net	30.000	20.000	6.6.6.6	answer	0	0
40	u408684.example.net	40.000	20.000	6.6.6.6	answer	0	0
41	u418684.example.net	50.000	20.000	6.6.6.6	answer	0	0
42	u428684.example.net	30.000	20.000	6.6.6.6	answer	0	0
43	u438684.example.net	30.000	20.000	6.6.6.6	answer	0	0
44	u448684.example.net	50.000	20.000	6.6.6.6	answer	0	0
45	u458684.example.net	40.000	30.000	6.6.6.6	answer	0	0
46	u468684.example.net	50.000	20.000	6.6.6.6	answer	0	0
47	u478684.example.net	40.000	20.000	6.6.6.6	answer	0	0
48	u488684.example.net	50.000	20.000	6.6.6.6	answer	0	0
49	u498684.example.net	50.000	20.000	6.6.6.6	answer	0	0
50	u508684.example.net	50.000	10.000	6.6.6.6	answer	0	0
