round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18738.example.net	70.000	180.000	6.6.6.6	answer	0	0
2	u28738.example.net	40.000	10.000	6.6.6.6	answer	0	0
3	u38738.example.net	320.000	10.000	6.6.6.6	answer	0	0
4	u48738.example.net	40.000	20.000	6.6.6.6	answer	0	0
5	u58738.example.net	40.000	20.000	6.6.6.6	answer	0	0
6	u68738.example.net	50.000	10.000	6.6.6.6	answer	0	0
7	u78738.example.net	40.000	10.000	6.6.6.6	answer	0	0
8	u88738.example.net	30.000	10.000	6.6.6.6	answer	0	0
9	u98738.example.net	50.000	10.000	6.6.6.6	answer	0	0
10	u108738.example.net	150.000	10.000	6.6.6.6	answer	0	0
11	u118738.example.net	40.000	20.000	6.6.6.6	answer	0	0
12	u128738.example.net	30.000	30.000	6.6.6.6	answer	0	0
13	u138738.example.net	40.000	20.000	6.6.6.6	answer	0	0
14	u148738.example.net	40.000	10.000	6.6.6.6	answer	0	0
15	u158738.example.net	30.000	30.000	6.6.6.6	answer	0	0
16	u168738.example.net	40.000	30.000	6.6.6.6	answer	0	0
17	u178738.example.net	20.000	20.000	6.6.6.6	answer	0	0
18	u188738.example.net	50.000	30.000	6.6.6.6	answer	0	0
19	u198738.example.net	50.000	20.000	6.6.6.6	answer	0	0
20	u208738.example.net	40.000	20.000	6.6.6.6	answer	0	0
21	u218738.example.net	60.000	20.000	6.6.6.6	answer	0	0
22	u228738.example.net	40.000	10.000	6.6.6.6	answer	0	0
23	u238738.example.net	50.000	10.000	6.6.6.6	answer	0	0
24	u248738.example.net	20.000	30.000	6.6.6.6	answer	0	0
25	u258738.example.net	50.000	10.000	6.6.6.6	answer	0	0
26	u268738.example.net	20.000	10.000	6.6.6.6	answer	0	0
27	u278738.example.net	50.000	30.000	6.6.6.6	answer	0	0
28	u288738.example.net	50.000	30.000	6.6.6.6	answer	0	0
29	u298738.example.net	50.000	20.000	6.6.6.6	answer	0	0
30	u308738.example.net	20.000	10.000	6.6.6.6	answer	0	0
31	u318738.example.net	50.000	20.000	6.6.6.6	answer	0	0
32	u328738.example.net	50.000	30.000	6.6.6.6	answer	0	0
33	u338738.example.net	40.000	10.000	6.6.6.6	answer	0	0
34	u348738.example.net	40.000	10.000	6.6.6.6	answer	0	0
35	u358738.example.net	40.000	20.000	6.6.6.6	answer	0	0
36	u368738.example.net	30.000	10.000	6.6.6.6	answer	0	0
37	u378738.example.net	50.000	10.000	6.6.6.6	answer	0	0
38	u388738.example.net	40.000	10.000	6.6.6.6	answer	0	0
39	u398738.example.net	40.000	10.000	6.6.6.6	answer	0	0
40	u408738.example.net	40.000	20.000	6.6.6.6	answer	0	0
41	u418738.example.net	50.000	30.000	6.6.6.6	answer	0	0
42	u428738.example.net	50.000	20.000	6.6.6.6	answer	0	0
43	u438738.example.net	20.000	20.000	6.6.6.6	answer	0	0
44	u448738.example.net	30.000	30.000	6.6.6.6	answer	0	0
45	u458738.example.net	50.000	20.000	6.6.6.6	answer	0	0
46	u468738.example.net	60.000	10.000	6.6.6.6	answer	0	0
47	u478738.example.net	30.000	10.000	6.6.6.6	answer	0	0
48	u488738.example.net	30.000	10.000	6.6.6.6	answer	0	0
49	u498738.example.net	60.000	10.000	6.6.6.6	answer	0	0
50	u508738.example.net	50.000	20.000	6.6.6.6	answer	0	0
