round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18921.example.net	90.000	360.000	203.0.113.80	answer	0	0
2	u28922.example.net	50.000	20.000	203.0.113.80	answer	0	0
3	u38922.example.net	40.000	20.000	203.0.113.80	answer	0	0
4	u48922.example.net	30.000	20.000	203.0.113.80	answer	0	0
5	u58922.example.net	50.000	20.000	203.0.113.80	answer	0	0
6	u68922.example.net	50.000	20.000	203.0.113.80	answer	0	0
7	u78922.example.net	50.000	30.000	203.0.113.80	answer	0	0
8	u88922.example.net	30.000	10.000	203.0.113.80	answer	0	0
9	u98922.example.net	70.000	20.000	203.0.113.80	answer	0	0
10	u108922.example.net	50.000	20.000	203.0.113.80	answer	0	0
11	u118922.example.net	60.000	30.000	203.0.113.80	answer	0	0
12	u128922.example.net	60.000	30.000	203.0.113.80	answer	0	0
13	u138922.example.net	40.000	20.000	203.0.113.80	answer	0	0
14	u148922.example.net	40.000	10.000	203.0.113.80	answer	0	0
15	u158922.example.net	50.000	10.000	203.0.113.80	answer	0	0
16	u168922.example.net	50.000	20.000	203.0.113.80	answer	0	0
17	u178922.example.net	30.000	20.000	203.0.113.80	answer	0	0
18	u188922.example.net	30.000	20.000	203.0.113.80	answer	0	0
19	u198922.example.net	40.000	30.000	203.0.113.80	answer	0	0
20	u208922.example.net	40.000	20.000	203.0.113.80	answer	0	0
21	u218922.example.net	60.000	10.000	203.0.113.80	answer	0	0
22	u228922.example.net	50.000	20.000	203.0.113.80	answer	0	0
23	u238922.example.net	50.000	20.000	203.0.113.80	answer	0	0
24	u248922.example.net	50.000	20.000	203.0.113.80	answer	0	0
25	u258922.example.net	50.000	20.000	203.0.113.80	answer	0	0
26	u268922.example.net	50.000	30.000	203.0.113.80	answer	0	0
27	u278922.example.net	60.000	20.000	203.0.113.80	answer	0	0
28	u288922.example.net	40.000	20.000	203.0.113.80	answer	0	0
29	u298922.example.net	40.000	20.000	203.0.113.80	answer	0	0
30	u308922.example.net	30.000	30.000	203.0.113.80	answer	0	0
31	u318922.example.net	50.000	20.000	203.0.113.80	answer	0	0
32	u328922.example.net	50.000	10.000	203.0.113.80	answer	0	0
33	u338922.example.net	40.000	10.000	203.0.113.80	answer	0	0
34	u348922.example.net	40.000	20.000	203.0.113.80	answer	0	0
35	u358922.example.net	40.000	30.000	203.0.113.80	answer	0	0
36	u368922.example.net	40.000	10.000	203.0.113.80	answer	0	0
37	u378922.example.net	70.000	10.000	203.0.113.80	answer	0	0
38	u388922.example.net	50.000	30.000	203.0.113.80	answer	0	0
39	u398922.example.net	40.000	20.000	203.0.113.80	answer	0	0
40	u408922.example.net	40.000	20.000	203.0.113.80	answer	0	0
41	u418922.example.net	40.000	20.000	203.0.113.80	answer	0	0
42	u428922.example.net	30.000	10.000	203.0.113.80	answer	0	0
43	u438922.example.net	60.000	20.000	203.0.113.80	answer	0	0
44	u448922.example.net	40.000	10.000	203.0.113.80	answer	0	0
45	u458922.example.net	50.000	20.000	203.0.113.80	answer	0	0
46	u468922.example.net	40.000	20.000	203.0.113.80	answer	0	0
47	u478922.example.net	30.000	20.000	203.0.113.80	answer	0	0
48	u488922.example.net	40.000	10.000	203.0.113.80	answer	0	0
49	u498922.example.net	40.000	20.000	203.0.113.80	answer	0	0
50	u508922.example.net	60.000	20.000	203.0.113.80	answer	0	0
