round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18881.example.net	110.000	340.000	203.0.113.80	answer	0	0
2	u28881.example.net	60.000	30.000	203.0.113.80	answer	0	0
3	u38881.example.net	50.000	20.000	203.0.113.80	answer	0	0
4	u48881.example.net	20.000	10.000	203.0.113.80	answer	0	0
5	u58881.example.net	30.000	20.000	203.0.113.80	answer	0	0
6	u68881.example.net	30.000	20.000	203.0.113.80	answer	0	0
7	u78881.example.net	40.000	20.000	203.0.113.80	answer	0	0
8	u88881.example.net	50.000	30.000	203.0.113.80	answer	0	0
9	u98881.example.net	50.000	20.000	203.0.113.80	answer	0	0
10	u108881.example.net	40.000	20.000	203.0.113.80	answer	0	0
11	u118881.example.net	50.000	20.000	203.0.113.80	answer	0	0
12	u128881.example.net	50.000	20.000	203.0.113.80	answer	0	0
13	u138881.example.net	30.000	20.000	203.0.113.80	answer	0	0
14	u148881.example.net	30.000	20.000	203.0.113.80	answer	0	0
15	u158881.example.net	40.000	20.000	203.0.113.80	answer	0	0
16	u168881.example.net	50.000	10.000	203.0.113.80	answer	0	0
17	u178881.example.net	40.000	20.000	203.0.113.80	answer	0	0
18	u188881.example.net	50.000	20.000	203.0.113.80	answer	0	0
19	u198881.example.net	40.000	20.000	203.0.113.80	answer	0	0
20	u208881.example.net	40.000	10.000	203.0.113.80	answer	0	0
21	u218881.example.net	40.000	20.000	203.0.113.80	answer	0	0
22	u228881.example.net	50.000	20.000	203.0.113.80	answer	0	0
23	u238881.example.net	50.000	20.000	203.0.113.80	answer	0	0
24	u248881.example.net	40.000	30.000	203.0.113.80	answer	0	0
25	u258881.example.net	30.000	20.000	203.0.113.80	answer	0	0
26	u268881.example.net	60.000	20.000	203.0.113.80	answer	0	0
27	u278881.example.net	30.000	20.000	203.0.113.80	answer	0	0
28	u288881.example.net	60.000	40.000	203.0.113.80	answer	0	0
29	u298881.example.net	50.000	30.000	203.0.113.80	answer	0	0
30	u308881.example.net	50.000	30.000	203.0.113.80	answer	0	0
31	u318881.example.net	60.000	20.000	203.0.113.80	answer	0	0
32	u328881.example.net	40.000	20.000	203.0.113.80	answer	0	0
33	u338881.example.net	30.000	20.000	203.0.113.80	answer	0	0
34	u348881.example.net	40.000	20.000	203.0.113.80	answer	0	0
35	u358881.example.net	60.000	20.000	203.0.113.80	answer	0	0
36	u368881.example.net	50.000	20.000	203.0.113.80	answer	0	0
37	u378881.example.net	50.000	20.000	203.0.113.80	answer	0	0
38	u388881.example.net	50.000	20.000	203.0.113.80	answer	0	0
39	u398881.example.net	30.000	20.000	203.0.113.80	answer	0	0
40	u408881.example.net	30.000	10.000	203.0.113.80	answer	0	0
41	u418881.example.net	40.000	20.000	203.0.113.80	answer	0	0
42	u428881.example.net	50.000	20.000	203.0.113.80	answer	0	0
43	u438881.example.net	40.000	30.000	203.0.113.80	answer	0	0
44	u448881.example.net	40.000	10.000	203.0.113.80	answer	0	0
45	u458881.example.net	50.000	10.000	203.0.113.80	answer	0	0
46	u468881.example.net	30.000	20.000	203.0.113.80	answer	0	0
47	u478881.example.net	40.000	20.000	203.0.113.80	answer	0	0
48	u488881.example.net	30.000	10.000	203.0.113.80	answer	0	0
49	u498881.example.net	50.000	20.000	203.0.113.80	answer	0	0
50	u508881.example.net	50.000	30.000	203.0.113.80	answer	0	0
