round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18847.example.net	90.000	320.000	203.0.113.80	answer	0	0
2	u28847.example.net	50.000	30.000	203.0.113.80	answer	0	0
3	u38847.example.net	40.000	20.000	203.0.113.80	answer	0	0
4	u48847.example.net	40.000	20.000	203.0.113.80	answer	0	0
5	u58847.example.net	40.000	20.000	203.0.113.80	answer	0	0
6	u68847.example.net	40.000	30.000	203.0.113.80	answer	0	0
7	u78847.example.net	40.000	20.000	203.0.113.80	answer	0	0
8	u88847.example.net	40.000	20.000	203.0.113.80	answer	0	0
9	u98847.example.net	50.000	30.000	203.0.113.80	answer	0	0
10	u108847.example.net	40.000	30.000	203.0.113.80	answer	0	0
11	u118847.example.net	60.000	30.000	203.0.113.80	answer	0	0
12	u128847.example.net	50.000	20.000	203.0.113.80	answer	0	0
13	u138847.example.net	60.000	20.000	203.0.113.80	answer	0	0
14	u148847.example.net	50.000	30.000	203.0.113.80	answer	0	0
15	u158847.example.net	40.000	30.000	203.0.113.80	answer	0	0
16	u168848.example.net	40.000	20.000	203.0.113.80	answer	0	0
17	u178848.example.net	50.000	20.000	203.0.113.80	answer	0	0
18	u188848.example.net	40.000	20.000	203.0.113.80	answer	0	0
19	u198848.example.net	30.000	10.000	203.0.113.80	answer	0	0
20	u208848.example.net	50.000	20.000	203.0.113.80	answer	0	0
21	u218848.example.net	40.000	30.000	203.0.113.80	answer	0	0
22	u228848.example.net	50.000	20.000	203.0.113.80	answer	0	0
23	u238848.example.net	30.000	20.000	203.0.113.80	answer	0	0
24	u248848.example.net	50.000	20.000	203.0.113.80	answer	0	0
25	u258848.example.net	40.000	20.000	203.0.113.80	answer	0	0
26	u268848.example.net	20.000	10.000	203.0.113.80	answer	0	0
27	u278848.example.net	30.000	20.000	203.0.113.80	answer	0	0
28	u288848.example.net	40.000	20.000	203.0.113.80	answer	0	0
29	u298848.example.net	60.000	20.000	203.0.113.80	answer	0	0
30	u308848.example.net	30.000	20.000	203.0.113.80	answer	0	0
31	u318848.example.net	40.000	20.000	203.0.113.80	answer	0	0
32	u328848.example.net	30.000	30.000	203.0.113.80	answer	0	0
33	u338848.example.net	60.000	20.000	203.0.113.80	answer	0	0
34	u348848.example.net	40.000	20.000	203.0.113.80	answer	0	0
35	u358848.example.net	40.000	30.000	203.0.113.80	answer	0	0
36	u368848.example.net	60.000	20.000	203.0.113.80	answer	0	0
37	u378848.example.net	40.000	20.000	203.0.113.80	answer	0	0
38	u388848.example.net	50.000	10.000	203.0.113.80	answer	0	0
39	u398848.example.net	40.000	20.000	203.0.113.80	answer	0	0
40	u408848.example.net	40.000	20.000	203.0.113.80	answer	0	0
41	u418848.example.net	40.000	20.000	203.0.113.80	answer	0	0
42	u428848.example.net	40.000	20.000	203.0.113.80	answer	0	0
43	u438848.example.net	40.000	10.000	203.0.113.80	answer	0	0
44	u448848.example.net	60.000	20.000	203.0.113.80	answer	0	0
45	u458848.example.net	50.000	20.000	203.0.113.80	answer	0	0
46	u468848.example.net	50.000	20.000	203.0.113.80	answer	0	0
47	u478848.example.net	30.000	20.000	203.0.113.80	answer	0	0
48	u488848.example.net	70.000	30.000	203.0.113.80	answer	0	0
49	u498848.example.net	40.000	20.000	203.0.113.80	answer	0	0
50	u508848.example.net	20.000	20.000	203.0.113.80	answer	0	0
