round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18750.example.net	100.000	110.000	6.6.6.6	answer	0	0
2	u28750.example.net	40.000	20.000	6.6.6.6	answer	0	0
3	u38750.example.net	30.000	20.000	6.6.6.6	answer	0	0
4	u48750.example.net	50.000	10.000	6.6.6.6	answer	0	0
5	u58750.example.net	30.000	10.000	6.6.6.6	answer	0	0
6	u68750.example.net	40.000	10.000	6.6.6.6	answer	0	0
7	u78750.example.net	40.000	20.000	6.6.6.6	answer	0	0
8	u88750.example.net	40.000	30.000	6.6.6.6	answer	0	0
9	u98750.example.net	30.000	30.000	6.6.6.6	answer	0	0
10	u108750.example.net	40.000	20.000	6.6.6.6	answer	0	0
11	u118750.example.net	40.000	40.000	6.6.6.6	answer	0	0
12	u128750.example.net	30.000	20.000	6.6.6.6	answer	0	0
13	u138750.example.net	40.000	20.000	6.6.6.6	answer	0	0
14	u148750.example.net	30.000	10.000	6.6.6.6	answer	0	0
15	u158750.example.net	50.000	20.000	6.6.6.6	answer	0	0
16	u168750.example.net	30.000	30.000	6.6.6.6	answer	0	0
17	u178750.example.net	40.000	10.000	6.6.6.6	answer	0	0
18	u188750.example.net	30.000	20.000	6.6.6.6	answer	0	0
19	u198750.example.net	50.000	20.000	6.6.6.6	answer	0	0
20	u208750.example.net	30.000	20.000	6.6.6.6	answer	0	0
21	u218750.example.net	30.000	20.000	6.6.6.6	answer	0	0
22	u228750.example.net	30.000	20.000	6.6.6.6	answer	0	0
23	u238750.example.net	30.000	10.000	6.6.6.6	answer	0	0
24	u248750.example.net	30.000	20.000	6.6.6.6	answer	0	0
25	u258750.example.net	20.000	10.000	6.6.6.6	answer	0	0
26	u268750.example.net	40.000	10.000	6.6.6.6	answer	0	0
27	u278750.example.net	40.000	50.000	6.6.6.6	answer	0	0
28	u288750.example.net	100.000	10.000	6.6.6.6	answer	0	0
29	u298750.example.net	30.000	20.000	6.6.6.6	answer	0	0
30	u308750.example.net	110.000	20.000	6.6.6.6	answer	0	0
31	u318750.example.net	30.000	30.000	6.6.6.6	answer	0	0
32	u328750.example.net	50.000	10.000	6.6.6.6	answer	0	0
33	u338750.example.net	40.000	30.000	6.6.6.6	answer	0	0
34	u348750.example.net	40.000	20.000	6.6.6.6	answer	0	0
35	u358750.example.net	40.000	20.000	6.6.6.6	answer	0	0
36	u368750.example.net	30.000	20.000	6.6.6.6	answer	0	0
37	u378750.example.net	50.000	20.000	6.6.6.6	answer	0	0
38	u388750.example.net	40.000	10.000	6.6.6.6	answer	0	0
39	u398750.example.net	20.000	20.000	6.6.6.6	answer	0	0
40	u408750.example.net	30.000	10.000	6.6.6.6	answer	0	0
41	u418750.example.net	60.000	10.000	6.6.6.6	answer	0	0
42	u428750.example.net	50.000	20.000	6.6.6.6	answer	0	0
43	u438750.example.net	40.000	10.000	6.6.6.6	answer	0	0
44	u448750.example.net	20.000	20.000	6.6.6.6	answer	0	0
45	u458750.example.net	30.000	20.000	6.6.6.6	answer	0	0
46	u468750.example.net	50.000	10.000	6.6.6.6	answer	0	0
47	u478750.example.net	30.000	10.000	6.6.6.6	answer	0	0
48	u488750.example.net	40.000	10.000	6.6.6.6	answer	0	0
49	u498750.example.net	30.000	20.000	6.6.6.6	answer	0	0
50	u508750.example.net	50.000	30.000	6.6.6.6	answer	0	0
