round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18954.example.net	90.000	360.000	203.0.113.80	answer	0	0
2	u28954.example.net	40.000	20.000	203.0.113.80	answer	0	0
3	u38954.example.net	50.000	30.000	203.0.113.80	answer	0	0
4	u48954.example.net	70.000	10.000	203.0.113.80	answer	0	0
5	u58954.example.net	60.000	20.000	203.0.113.80	answer	0	0
6	u68954.example.net	40.000	20.000	203.0.113.80	answer	0	0
7	u78954.example.net	30.000	20.000	203.0.113.80	answer	0	0
8	u88954.example.net	50.000	30.000	203.0.113.80	answer	0	0
9	u98954.example.net	150.000	30.000	203.0.113.80	answer	0	0
10	u108954.example.net	40.000	20.000	203.0.113.80	answer	0	0
11	u118954.example.net	50.000	20.000	203.0.113.80	answer	0	0
12	u128954.example.net	40.000	20.000	203.0.113.80	answer	0	0
13	u138954.example.net	50.000	20.000	203.0.113.80	answer	0	0
14	u148954.example.net	30.000	20.000	203.0.113.80	answer	0	0
15	u158954.example.net	40.000	10.000	203.0.113.80	answer	0	0
16	u168954.example.net	50.000	30.000	203.0.113.80	answer	0	0
17	u178954.example.net	60.000	20.000	203.0.113.80	answer	0	0
18	u188954.example.net	60.000	20.000	203.0.113.80	answer	0	0
19	u198954.example.net	30.000	20.000	203.0.113.80	answer	0	0
20	u208954.example.net	50.000	10.000	203.0.113.80	answer	0	0
21	u218954.example.net	40.000	20.000	203.0.113.80	answer	0	0
22	u228954.example.net	50.000	20.000	203.0.113.80	answer	0	0
23	u238954.example.net	30.000	10.000	203.0.113.80	answer	0	0
24	u248954.example.net	50.000	20.000	203.0.113.80	answer	0	0
25	u258954.example.net	40.000	10.000	203.0.113.80	answer	0	0
26	u268954.example.net	40.000	10.000	203.0.113.80	answer	0	0
27	u278954.example.net	50.000	10.000	203.0.113.80	answer	0	0
28	u288954.example.net	50.000	20.000	203.0.113.80	answer	0	0
29	u298954.example.net	40.000	20.000	203.0.113.80	answer	0	0
30	u308954.example.net	50.000	20.000	203.0.113.80	answer	0	0
31	u318954.example.net	40.000	10.000	203.0.113.80	answer	0	0
32	u328954.example.net	50.000	20.000	203.0.113.80	answer	0	0
33	u338954.example.net	40.000	10.000	203.0.113.80	answer	0	0
34	u348954.example.net	40.000	20.000	203.0.113.80	answer	0	0
35	u358954.example.net	50.000	20.000	203.0.113.80	answer	0	0
36	u368954.example.net	70.000	20.000	203.0.113.80	answer	0	0
37	u378954.example.net	40.000	30.000	203.0.113.80	answer	0	0
38	u388954.example.net	20.000	20.000	203.0.113.80	answer	0	0
39	u398954.example.net	40.000	20.000	203.0.113.80	answer	0	0
40	u408954.example.net	30.000	20.000	203.0.113.80	answer	0	0
41	u418954.example.net	30.000	10.000	203.0.113.80	answer	0	0
42	u428954.example.net	40.000	20.000	203.0.113.80	answer	0	0
43	u438954.example.net	40.000	20.000	203.0.113.80	answer	0	0
44	u448954.example.net	40.000	20.000	203.0.113.80	answer	0	0
45	u458954.example.net	40.000	20.000	203.0.113.80	answer	0	0
46	u468954.example.net	50.000	10.000	203.0.113.80	answer	0	0
47	u478954.example.net	40.000	20.000	203.0.113.80	answer	0	0
48	u488954.example.net	40.000	20.000	203.0.113.80	answer	0	0
49	u498954.example.net	60.000	10.000	203.0.113.80	answer	0	0
50	u508954.example.net	40.000	10.000	203.0.113.80	answer	0	0
