round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18971.example.net	90.000	160.000	6.6.6.6	answer	0	0
2	u28971.example.net	40.000	30.000	6.6.6.6	answer	0	0
3	u38971.example.net	60.000	20.000	6.6.6.6	answer	0	0
4	u48971.example.net	30.000	20.000	6.6.6.6	answer	0	0
5	u58971.example.net	50.000	20.000	6.6.6.6	answer	0	0
6	u68971.example.net	60.000	30.000	6.6.6.6	answer	0	0
7	u78971.example.net	50.000	30.000	6.6.6.6	answer	0	0
8	u88971.example.net	60.000	30.000	6.6.6.6	answer	0	0
9	u98971.example.net	50.000	30.000	6.6.6.6	answer	0	0
10	u108971.example.net	60.000	20.000	6.6.6.6	answer	0	0
11	u118971.example.net	50.000	30.000	6.6.6.6	answer	0	0
12	u128971.example.net	40.000	20.000	6.6.6.6	answer	0	0
13	u138971.example.net	50.000	20.000	6.6.6.6	answer	0	0
14	u148971.example.net	50.000	20.000	6.6.6.6	answer	0	0
15	u158971.example.net	40.000	20.000	6.6.6.6	answer	0	0
16	u168971.example.net	40.000	30.000	6.6.6.6	answer	0	0
17	u178971.example.net	40.000	20.000	6.6.6.6	answer	0	0
18	u188971.example.net	40.000	30.000	6.6.6.6	answer	0	0
19	u198971.example.net	60.000	20.000	6.6.6.6	answer	0	0
20	u208971.example.net	50.000	40.000	6.6.6.6	answer	0	0
21	u218971.example.net	50.000	30.000	6.6.6.6	answer	0	0
22	u228971.example.net	40.000	10.000	6.6.6.6	answer	0	0
23	u238971.example.net	40.000	20.000	6.6.6.6	answer	0	0
24	u248971.example.net	50.000	10.000	6.6.6.6	answer	0	0
25	u258971.example.net	40.000	20.000	6.6.6.6	answer	0	0
26	u268971.example.net	30.000	10.000	6.6.6.6	answer	0	0
27	u278971.example.net	30.000	20.000	6.6.6.6	answer	0	0
28	u288971.example.net	40.000	20.000	6.6.6.6	answer	0	0
29	u298971.example.net	30.000	20.000	6.6.6.6	answer	0	0
30	u308971.example.net	40.000	20.000	6.6.6.6	answer	0	0
31	u318971.example.net	30.000	20.000	6.6.6.6	answer	0	0
32	u328971.example.net	40.000	10.000	6.6.6.6	answer	0	0
33	u338971.example.net	40.000	20.000	6.6.6.6	answer	0	0
34	u348971.example.net	30.000	10.000	6.6.6.6	answer	0	0
35	u358971.example.net	50.000	20.000	6.6.6.6	answer	0	0
36	u368971.example.net	50.000	20.000	6.6.6.6	answer	0	0
37	u378971.example.net	50.000	10.000	6.6.6.6	answer	0	0
38	u388971.example.net	30.000	10.000	6.6.6.6	answer	0	0
39	u398971.example.net	30.000	20.000	6.6.6.6	answer	0	0
40	u408971.example.net	40.000	10.000	6.6.6.6	answer	0	0
41	u418971.example.net	40.000	10.000	6.6.6.6	answer	0	0
42	u428971.example.net	30.000	20.000	6.6.6.6	answer	0	0
43	u438971.example.net	40.000	20.000	6.6.6.6	answer	0	0
44	u448971.example.net	30.000	30.000	6.6.6.6	answer	0	0
45	u458971.example.net	30.000	20.000	6.6.6.6	answer	0	0
46	u468971.example.net	50.000	10.000	6.6.6.6	answer	0	0
47	u478971.example.net	50.000	20.000	6.6.6.6	answer	0	0
48	u488971.example.net	40.000	10.000	6.6.6.6	answer	0	0
49	u498971.example.net	40.000	10.000	6.6.6.6	answer	0	0
50	u508971.example.net	50.000	20.000	6.6.6.6	answer	0	0
