round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18794.example.net	100.000	140.000	6.6.6.6	answer	0	0
2	u28794.example.net	50.000	20.000	6.6.6.6	answer	0	0
3	u38794.example.net	40.000	20.000	6.6.6.6	answer	0	0
4	u48794.example.net	50.000	20.000	6.6.6.6	answer	0	0
5	u58794.example.net	60.000	20.000	6.6.6.6	answer	0	0
6	u68795.example.net	60.000	20.000	6.6.6.6	answer	0	0
7	u78795.example.net	40.000	20.000	6.6.6.6	answer	0	0
8	u88795.example.net	60.000	20.000	6.6.6.6	answer	0	0
9	u98795.example.net	40.000	20.000	6.6.6.6	answer	0	0
10	u108795.example.net	30.000	30.000	6.6.6.6	answer	0	0
11	u118795.example.net	30.000	30.000	6.6.6.6	answer	0	0
12	u128795.example.net	40.000	20.000	6.6.6.6	answer	0	0
13	u138795.example.net	50.000	20.000	6.6.6.6	answer	0	0
14	u148795.example.net	40.000	20.000	6.6.6.6	answer	0	0
15	u158795.example.net	30.000	30.000	6.6.6.6	answer	0	0
16	u168795.example.net	50.000	20.000	6.6.6.6	answer	0	0
17	u178795.example.net	40.000	20.000	6.6.6.6	answer	0	0
18	u188795.example.net	40.000	20.000	6.6.6.6	answer	0	0
19	u198795.example.net	40.000	20.000	6.6.6.6	answer	0	0
20	u208795.example.net	40.000	20.000	6.6.6.6	answer	0	0
21	u218795.example.net	50.000	20.000	6.6.6.6	answer	0	0
22	u228795.example.net	60.000	20.000	6.6.6.6	answer	0	0
23	u238795.example.net	30.000	20.000	6.6.6.6	answer	0	0
24	u248795.example.net	50.000	20.000	6.6.6.6	answer	0	0
25	u258795.example.net	40.000	10.000	6.6.6.6	answer	0	0
26	u268795.example.net	40.000	30.000	6.6.6.6	answer	0	0
27	u278795.example.net	50.000	20.000	6.6.6.6	answer	0	0
28	u288795.example.net	40.000	20.000	6.6.6.6	answer	0	0
29	u298795.example.net	40.000	20.000	6.6.6.6	answer	0	0
30	u308795.example.net	40.000	10.000	6.6.6.6	answer	0	0
31	u318795.example.net	40.000	20.000	6.6.6.6	answer	0	0
32	u328795.example.net	40.000	20.000	6.6.6.6	answer	0	0
33	u338795.example.net	60.000	20.000	6.6.6.6	answer	0	0
34	u348795.example.net	40.000	10.000	6.6.6.6	answer	0	0
35	u358795.example.net	30.000	10.000	6.6.6.6	answer	0	0
36	u368795.example.net	50.000	30.000	6.6.6.6	answer	0	0
37	u378795.example.net	30.000	10.000	6.6.6.6	answer	0	0
38	u388795.example.net	50.000	20.000	6.6.6.6	answer	0	0
39	u398795.example.net	40.000	20.000	6.6.6.6	answer	0	0
40	u408795.example.net	30.000	10.000	6.6.6.6	answer	0	0
41	u418795.example.net	40.000	10.000	6.6.6.6	answer	0	0
42	u428795.example.net	40.000	20.000	6.6.6.6	answer	0	0
43	u438795.example.net	50.000	10.000	6.6.6.6	answer	0	0
44	u448795.example.net	40.000	20.000	6.6.6.6	answer	0	0
45	u458795.example.net	40.000	20.000	6.6.6.6	answer	0	0
46	u468795.example.net	20.000	20.000	6.6.6.6	answer	0	0
47	u478795.example.net	40.000	20.000	6.6.6.6	answer	0	0
48	u488795.example.net	40.000	20.000	6.6.6.6	answer	0	0
49	u498795.example.net	60.000	30.000	6.6.6.6	answer	0	0
50	u508795.example.net	50.000	10.000	6.6.6.6	answer	0	0
