round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18801.example.net	100.000	140.000	6.6.6.6	answer	0	0
2	u28801.example.net	70.000	20.000	6.6.6.6	answer	0	0
3	u38801.example.net	60.000	20.000	6.6.6.6	answer	0	0
4	u48801.example.net	40.000	10.000	6.6.6.6	answer	0	0
5	u58801.example.net	50.000	20.000	6.6.6.6	answer	0	0
6	u68801.example.net	40.000	20.000	6.6.6.6	answer	0	0
7	u78801.example.net	40.000	20.000	6.6.6.6	answer	0	0
8	u88801.example.net	40.000	10.000	6.6.6.6	answer	0	0
9	u98801.example.net	40.000	20.000	6.6.6.6	answer	0	0
10	u108801.example.net	30.000	20.000	6.6.6.6	answer	0	0
11	u118801.example.net	40.000	40.000	6.6.6.6	answer	0	0
12	u128801.example.net	40.000	20.000	6.6.6.6	answer	0	0
13	u138801.example.net	50.000	30.000	6.6.6.6	answer	0	0
14	u148801.example.net	40.000	20.000	6.6.6.6	answer	0	0
15	u158801.example.net	30.000	20.000	6.6.6.6	answer	0	0
16	u168801.example.net	30.000	20.000	6.6.6.6	answer	0	0
17	u178801.example.net	30.000	20.000	6.6.6.6	answer	0	0
18	u188801.example.net	50.000	20.000	6.6.6.6	answer	0	0
19	u198801.example.net	50.000	20.000	6.6.6.6	answer	0	0
20	u208801.example.net	50.000	20.000	6.6.6.6	answer	0	0
21	u218801.example.net	40.000	20.000	6.6.6.6	answer	0	0
22	u228801.example.net	40.000	20.000	6.6.6.6	answer	0	0
23	u238801.example.net	40.000	30.000	6.6.6.6	answer	0	0
24	u248801.example.net	50.000	20.000	6.6.6.6	answer	0	0
25	u258801.example.net	40.000	20.000	6.6.6.6	answer	0	0
26	u268801.example.net	50.000	20.000	6.6.6.6	answer	0	0
27	u278801.example.net	50.000	20.000	6.6.6.6	answer	0	0
28	u288802.example.net	30.000	20.000	6.6.6.6	answer	0	0
29	u298802.example.net	40.000	20.000	6.6.6.6	answer	0	0
30	u308802.example.net	40.000	30.000	6.6.6.6	answer	0	0
31	u318802.example.net	50.000	20.000	6.6.6.6	answer	0	0
32	u328802.example.net	30.000	20.000	6.6.6.6	answer	0	0
33	u338802.example.net	40.000	20.000	6.6.6.6	answer	0	0
34	u348802.example.net	30.000	10.000	6.6.6.6	answer	0	0
35	u358802.example.net	50.000	20.000	6.6.6.6	answer	0	0
36	u368802.example.net	40.000	20.000	6.6.6.6	answer	0	0
37	u378802.example.net	30.000	20.000	6.6.6.6	answer	0	0
38	u388802.example.net	40.000	20.000	6.6.6.6	answer	0	0
39	u398802.example.net	50.000	20.000	6.6.6.6	answer	0	0
40	u408802.example.net	40.000	20.000	6.6.6.6	answer	0	0
41	u418802.example.net	50.000	20.000	6.6.6.6	answer	0	0
42	u428802.example.net	40.000	20.000	6.6.6.6	answer	0	0
43	u438802.example.net	50.000	20.000	6.6.6.6	answer	0	0
44	u448802.example.net	50.000	20.000	6.6.6.6	answer	0	0
45	u458802.example.net	40.000	20.000	6.6.6.6	answer	0	0
46	u468802.example.net	40.000	10.000	6.6.6.6	answer	0	0
47	u478802.example.net	60.000	20.000	6.6.6.6	answer	0	0
48	u488802.example.net	40.000	10.000	6.6.6.6	answer	0	0
49	u498802.example.net	30.000	10.000	6.6.6.6	answer	0	0
50	u508802.example.net	50.000	20.000	6.6.6.6	answer	0	0
