round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18710.example.net	100.000	180.000	6.6.6.6	answer	0	0
2	u28710.example.net	430.000	30.000	6.6.6.6	answer	0	0
3	u38710.example.net	60.000	20.000	6.6.6.6	answer	0	0
4	u48710.example.net	40.000	30.000	6.6.6.6	answer	0	0
5	u58710.example.net	40.000	20.000	6.6.6.6	answer	0	0
6	u68710.example.net	30.000	20.000	6.6.6.6	answer	0	0
7	u78710.example.net	50.000	20.000	6.6.6.6	answer	0	0
8	u88710.example.net	50.000	20.000	6.6.6.6	answer	0	0
9	u98710.example.net	30.000	30.000	6.6.6.6	answer	0	0
10	u108710.example.net	150.000	20.000	6.6.6.6	answer	0	0
11	u118710.example.net	40.000	10.000	6.6.6.6	answer	0	0
12	u128710.example.net	40.000	10.000	6.6.6.6	answer	0	0
13	u138710.example.net	40.000	10.000	6.6.6.6	answer	0	0
14	u148710.example.net	40.000	30.000	6.6.6.6	answer	0	0
15	u158711.example.net	30.000	10.000	6.6.6.6	answer	0	0
16	u168711.example.net	50.000	30.000	6.6.6.6	answer	0	0
17	u178711.example.net	60.000	10.000	6.6.6.6	answer	0	0
18	u188711.example.net	40.000	30.000	6.6.6.6	answer	0	0
19	u198711.example.net	50.000	10.000	6.6.6.6	answer	0	0
20	u208711.example.net	50.000	20.000	6.6.6.6	answer	0	0
21	u218711.example.net	30.000	10.000	6.6.6.6	answer	0	0
22	u228711.example.net	50.000	10.000	6.6.6.6	answer	0	0
23	u238711.example.net	40.000	20.000	6.6.6.6	answer	0	0
24	u248711.example.net	40.000	20.000	6.6.6.6	answer	0	0
25	u258711.example.net	40.000	10.000	6.6.6.6	answer	0	0
26	u268711.example.net	40.000	20.000	6.6.6.6	answer	0	0
27	u278711.example.net	60.000	10.000	6.6.6.6	answer	0	0
28	u288711.example.net	30.000	20.000	6.6.6.6	answer	0	0
29	u298711.example.net	50.000	20.000	6.6.6.6	answer	0	0
30	u308711.example.net	30.000	30.000	6.6.6.6	answer	0	0
31	u318711.example.net	30.000	20.000	6.6.6.6	answer	0	0
32	u328711.example.net	50.000	10.000	6.6.6.6	answer	0	0
33	u338711.example.net	50.000	20.000	6.6.6.6	answer	0	0
34	u348711.example.net	50.000	10.000	6.6.6.6	answer	0	0
35	u358711.example.net	40.000	30.000	6.6.6.6	answer	0	0
36	u368711.example.net	50.000	20.000	6.6.6.6	answer	0	0
37	u378711.example.net	60.000	20.000	6.6.6.6	answer	0	0
38	u388711.example.net	60.000	30.000	6.6.6.6	answer	0	0
39	u398711.example.net	40.000	30.000	6.6.6.6	answer	0	0
40	u408711.example.net	30.000	20.000	6.6.6.6	answer	0	0
41	u418711.example.net	50.000	20.000	6.6.6.6	answer	0	0
42	u428711.example.net	40.000	30.000	6.6.6.6	answer	0	0
43	u438711.example.net	50.000	20.000	6.6.6.6	answer	0	0
44	u448711.example.net	60.000	20.000	6.6.6.6	answer	0	0
45	u458711.example.net	50.000	20.000	6.6.6.6	answer	0	0
46	u468711.example.net	40.000	20.000	6.6.6.6	answer	0	0
47	u478711.example.net	50.000	20.000	6.6.6.6	answer	0	0
48	u488711.example.net	40.000	30.000	6.6.6.6	answer	0	0
49	u498711.example.net	40.000	30.000	6.6.6.6	answer	0	0
50	u508711.example.net	40.000	20.000	6.6.6.6	answer	0	0
