round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18732.example.net	90.000	150.000	6.6.6.6	answer	0	0
2	u28732.example.net	50.000	20.000	6.6.6.6	answer	0	0
3	u38732.example.net	30.000	20.000	6.6.6.6	answer	0	0
4	u48732.example.net	50.000	20.000	6.6.6.6	answer	0	0
5	u58732.example.net	30.000	20.000	6.6.6.6	answer	0	0
6	u68732.example.net	30.000	20.000	6.6.6.6	answer	0	0
7	u78732.example.net	40.000	20.000	6.6.6.6	answer	0	0
8	u88732.example.net	50.000	10.000	6.6.6.6	answer	0	0
9	u98732.example.net	40.000	20.000	6.6.6.6	answer	0	0
10	u108732.example.net	40.000	10.000	6.6.6.6	answer	0	0
11	u118732.example.net	40.000	10.000	6.6.6.6	answer	0	0
12	u128732.example.net	40.000	10.000	6.6.6.6	answer	0	0
13	u138732.example.net	40.000	20.000	6.6.6.6	answer	0	0
14	u148732.example.net	40.000	10.000	6.6.6.6	answer	0	0
15	u158732.example.net	40.000	10.000	6.6.6.6	answer	0	0
16	u168732.example.net	40.000	10.000	6.6.6.6	answer	0	0
17	u178732.example.net	40.000	20.000	6.6.6.6	answer	0	0
18	u188732.example.net	40.000	10.000	6.6.6.6	answer	0	0
19	u198732.example.net	40.000	10.000	6.6.6.6	answer	0	0
20	u208732.example.net	50.000	20.000	6.6.6.6	answer	0	0
21	u218732.example.net	40.000	10.000	6.6.6.6	answer	0	0
22	u228732.example.net	50.000	10.000	6.6.6.6	answer	0	0
23	u238732.example.net	30.000	30.000	6.6.6.6	answer	0	0
24	u248732.example.net	30.000	20.000	6.6.6.6	answer	0	0
25	u258732.example.net	40.000	20.000	6.6.6.6	answer	0	0
26	u268732.example.net	40.000	10.000	6.6.6.6	answer	0	0
27	u278732.example.net	30.000	20.000	6.6.6.6	answer	0	0
28	u288732.example.net	30.000	10.000	6.6.6.6	answer	0	0
29	u298732.example.net	50.000	10.000	6.6.6.6	answer	0	0
30	u308732.example.net	30.000	10.000	6.6.6.6	answer	0	0
31	u318732.example.net	50.000	20.000	6.6.6.6	answer	0	0
32	u328732.example.net	30.000	20.000	6.6.6.6	answer	0	0
33	u338732.example.net	30.000	20.000	6.6.6.6	answer	0	0
34	u348732.example.net	40.000	10.000	6.6.6.6	answer	0	0
35	u358732.example.net	30.000	10.000	6.6.6.6	answer	0	0
36	u368732.example.net	40.000	10.000	6.6.6.6	answer	0	0
37	u378732.example.net	30.000	10.000	6.6.6.6	answer	0	0
38	u388732.example.net	50.000	20.000	6.6.6.6	answer	0	0
39	u398732.example.net	40.000	20.000	6.6.6.6	answer	0	0
40	u408732.example.net	30.000	10.000	6.6.6.6	answer	0	0
41	u418732.example.net	40.000	20.000	6.6.6.6	answer	0	0
42	u428732.example.net	40.000	10.000	6.6.6.6	answer	0	0
43	u438732.example.net	40.000	30.000	6.6.6.6	answer	0	0
44	u448732.example.net	20.000	20.000	6.6.6.6	answer	0	0
45	u458732.example.net	40.000	20.000	6.6.6.6	answer	0	0
46	u468732.example.net	40.000	10.000	6.6.6.6	answer	0	0
47	u478732.example.net	30.000	10.000	6.6.6.6	answer	0	0
48	u488732.example.net	40.000	10.000	6.6.6.6	answer	0	0
49	u498732.example.net	50.000	20.000	6.6.6.6	answer	0	0
50	u508732.example.net	30.000	10.000	6.6.6.6	answer	0	0
