round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18957.example.net	110.000	170.000	6.6.6.6	answer	0	0
2	u28957.example.net	40.000	20.000	6.6.6.6	answer	0	0
3	u38957.example.net	40.000	20.000	6.6.6.6	answer	0	0
4	u48957.example.net	40.000	20.000	6.6.6.6	answer	0	0
5	u58957.example.net	40.000	10.000	6.6.6.6	answer	0	0
6	u68957.example.net	50.000	20.000	6.6.6.6	answer	0	0
7	u78957.example.net	50.000	10.000	6.6.6.6	answer	0	0
8	u88957.example.net	50.000	20.000	6.6.6.6	answer	0	0
9	u98957.example.net	50.000	10.000	6.6.6.6	answer	0	0
10	u108957.example.net	60.000	30.000	6.6.6.6	answer	0	0
11	u118957.example.net	40.000	20.000	6.6.6.6	answer	0	0
12	u128957.example.net	50.000	20.000	6.6.6.6	answer	0	0
13	u138957.example.net	40.000	30.000	6.6.6.6	answer	0	0
14	u148957.example.net	40.000	20.000	6.6.6.6	answer	0	0
15	u158957.example.net	40.000	30.000	6.6.6.6	answer	0	0
16	u168957.example.net	50.000	20.000	6.6.6.6	answer	0	0
17	u178958.example.net	50.000	20.000	6.6.6.6	answer	0	0
18	u188958.example.net	30.000	10.000	6.6.6.6	answer	0	0
19	u198958.example.net	50.000	20.000	6.6.6.6	answer	0	0
20	u208958.example.net	40.000	20.000	6.6.6.6	answer	0	0
21	u218958.example.net	30.000	20.000	6.6.6.6	answer	0	0
22	u228958.example.net	30.000	20.000	6.6.6.6	answer	0	0
23	u238958.example.net	40.000	20.000	6.6.6.6	answer	0	0
24	u248958.example.net	40.000	20.000	6.6.6.6	answer	0	0
25	u258958.example.net	50.000	20.000	6.6.6.6	answer	0	0
26	u268958.example.net	30.000	10.000	6.6.6.6	answer	0	0
27	u278958.example.net	50.000	20.000	6.6.6.6	answer	0	0
28	u288958.example.net	30.000	20.000	6.6.6.6	answer	0	0
29	u298958.example.net	30.000	30.000	6.6.6.6	answer	0	0
30	u308958.example.net	30.000	30.000	6.6.6.6	answer	0	0
31	u318958.example.net	40.000	20.000	6.6.6.6	answer	0	0
32	u328958.example.net	40.000	20.000	6.6.6.6	answer	0	0
33	u338958.example.net	30.000	20.000	6.6.6.6	answer	0	0
34	u348958.example.net	30.000	10.000	6.6.6.6	answer	0	0
35	u358958.example.net	40.000	30.000	6.6.6.6	answer	0	0
36	u368958.example.net	30.000	20.000	6.6.6.6	answer	0	0
37	u378958.example.net	50.000	30.000	6.6.6.6	answer	0	0
38	u388958.example.net	40.000	20.000	6.6.6.6	answer	0	0
39	u398958.example.net	40.000	20.000	6.6.6.6	answer	0	0
40	u408958.example.net	30.000	30.000	6.6.6.6	answer	0	0
41	u418958.example.net	30.000	10.000	6.6.6.6	answer	0	0
42	u428958.example.net	60.000	20.000	6.6.6.6	answer	0	0
43	u438958.example.net	40.000	20.000	6.6.6.6	answer	0	0
44	u448958.example.net	50.000	30.000	6.6.6.6	answer	0	0
45	u458958.example.net	40.000	20.000	6.6.6.6	answer	0	0
46	u468958.example.net	40.000	20.000	6.6.6.6	answer	0	0
47	u478958.example.net	40.000	20.000	6.6.6.6	answer	0	0
48	u488958.example.net	50.000	20.000	6.6.6.6	answer	0	0
49	u498958.example.net	30.000	20.000	6.6.6.6	answer	0	0
50	u508958.example.net	60.000	10.000	6.6.6.6	answer	0	0
