round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18821.example.net	230.000	1140.000	203.0.113.80	answer	0	0
2	u28821.example.net	50.000	20.000	203.0.113.80	answer	0	0
3	u38821.example.net	40.000	30.000	203.0.113.80	answer	0	0
4	u48821.example.net	50.000	20.000	203.0.113.80	answer	0	0
5	u58821.example.net	30.000	10.000	203.0.113.80	answer	0	0
6	u68821.example.net	30.000	20.000	203.0.113.80	answer	0	0
7	u78821.example.net	50.000	20.000	203.0.113.80	answer	0	0
8	u88821.example.net	50.000	30.000	203.0.113.80	answer	0	0
9	u98821.example.net	40.000	30.000	203.0.113.80	answer	0	0
10	u108821.example.net	30.000	20.000	203.0.113.80	answer	0	0
11	u118821.example.net	90.000	20.000	203.0.113.80	answer	0	0
12	u128821.example.net	50.000	30.000	203.0.113.80	answer	0	0
13	u138821.example.net	50.000	20.000	203.0.113.80	answer	0	0
14	u148821.example.net	50.000	30.000	203.0.113.80	answer	0	0
15	u158821.example.net	60.000	30.000	203.0.113.80	answer	0	0
16	u168821.example.net	50.000	20.000	203.0.113.80	answer	0	0
17	u178821.example.net	30.000	30.000	203.0.113.80	answer	0	0
18	u188821.example.net	40.000	50.000	203.0.113.80	answer	0	0
19	u198821.example.net	50.000	20.000	203.0.113.80	answer	0	0
20	u208821.example.net	550.000	20.000	203.0.113.80	servfail	0	0
21	u218821.example.net	60.000	20.000	203.0.113.80	answer	0	0
22	u228821.example.net	340.000	20.000	203.0.113.80	servfail	0	0
23	u238821.example.net	330.000	30.000	203.0.113.80	answer	0	0
24	u248821.example.net	40.000	20.000	203.0.113.80	answer	0	0
25	u258821.example.net	50.000	30.000	203.0.113.80	answer	0	0
26	u268821.example.net	40.000	20.000	203.0.113.80	answer	0	0
27	u278821.example.net	20.000	10.000	203.0.113.80	answer	0	0
28	u288821.example.net	60.000	20.000	203.0.113.80	answer	0	0
29	u298821.example.net	50.000	20.000	203.0.113.80	answer	0	0
30	u308821.example.net	30.000	20.000	203.0.113.80	answer	0	0
31	u318821.example.net	40.000	30.000	203.0.113.80	answer	0	0
32	u328821.example.net	30.000	20.000	203.0.113.80	answer	0	0
33	u338821.example.net	30.000	30.000	203.0.113.80	answer	0	0
34	u348821.example.net	60.000	10.000	203.0.113.80	answer	0	0
35	u358821.example.net	30.000	20.000	203.0.113.80	answer	0	0
36	u368821.example.net	40.000	30.000	203.0.113.80	answer	0	0
37	u378821.example.net	30.000	30.000	203.0.113.80	answer	0	0
38	u388821.example.net	30.000	20.000	203.0.113.80	answer	0	0
39	u398821.example.net	40.000	20.000	203.0.113.80	answer	0	0
40	u408821.example.net	60.000	20.000	203.0.113.80	answer	0	0
41	u418821.example.net	60.000	20.000	203.0.113.80	answer	0	0
42	u428821.example.net	50.000	20.000	203.0.113.80	answer	0	0
43	u438821.example.net	40.000	30.000	203.0.113.80	answer	0	0
44	u448821.example.net	40.000	20.000	203.0.113.80	answer	0	0
45	u458821.example.net	40.000	20.000	203.0.113.80	answer	0	0
46	u468821.example.net	50.000	20.000	203.0.113.80	answer	0	0
47	u478821.example.net	50.000	20.000	203.0.113.80	answer	0	0
48	u488822.example.net	40.000	30.000	203.0.113.80	answer	0	0
49	u498822.example.net	50.000	20.000	203.0.113.80	answer	0	0
50	u508822.example.net	30.000	20.000	203.0.113.80	answer	0	0
