round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18798.example.net	90.000	150.000	6.6.6.6	answer	0	0
2	u28798.example.net	410.000	20.000	6.6.6.6	answer	0	0
3	u38798.example.net	50.000	30.000	6.6.6.6	answer	0	0
4	u48798.example.net	30.000	10.000	6.6.6.6	answer	0	0
5	u58798.example.net	60.000	20.000	6.6.6.6	answer	0	0
6	u68798.example.net	60.000	20.000	6.6.6.6	answer	0	0
7	u78798.example.net	40.000	20.000	6.6.6.6	answer	0	0
8	u88798.example.net	30.000	20.000	6.6.6.6	answer	0	0
9	u98798.example.net	60.000	20.000	6.6.6.6	answer	0	0
10	u108798.example.net	150.000	20.000	6.6.6.6	answer	0	0
11	u118798.example.net	40.000	20.000	6.6.6.6	answer	0	0
12	u128798.example.net	40.000	20.000	6.6.6.6	answer	0	0
13	u138798.example.net	40.000	20.000	6.6.6.6	answer	0	0
14	u148798.example.net	40.000	40.000	6.6.6.6	answer	0	0
15	u158798.example.net	40.000	20.000	6.6.6.6	answer	0	0
16	u168798.example.net	50.000	20.000	6.6.6.6	answer	0	0
17	u178798.example.net	50.000	20.000	6.6.6.6	answer	0	0
18	u188798.example.net	50.000	20.000	6.6.6.6	answer	0	0
19	u198798.example.net	30.000	10.000	6.6.6.6	answer	0	0
20	u208798.example.net	40.000	20.000	6.6.6.6	answer	0	0
21	u218798.example.net	40.000	20.000	6.6.6.6	answer	0	0
22	u228798.example.net	40.000	20.000	6.6.6.6	answer	0	0
23	u238798.example.net	30.000	20.000	6.6.6.6	answer	0	0
24	u248798.example.net	40.000	20.000	6.6.6.6	answer	0	0
25	u258798.example.net	40.000	20.000	6.6.6.6	answer	0	0
26	u268798.example.net	40.000	20.000	6.6.6.6	answer	0	0
27	u278798.example.net	50.000	30.000	6.6.6.6	answer	0	0
28	u288798.example.net	60.000	20.000	6.6.6.6	answer	0	0
29	u298798.example.net	50.000	30.000	6.6.6.6	answer	0	0
30	u308798.example.net	40.000	30.000	6.6.6.6	answer	0	0
31	u318798.example.net	60.000	20.000	6.6.6.6	answer	0	0
32	u328798.example.net	50.000	20.000	6.6.6.6	answer	0	0
33	u338798.example.net	30.000	20.000	6.6.6.6	answer	0	0
34	u348798.example.net	40.000	10.000	6.6.6.6	answer	0	0
35	u358798.example.net	50.000	20.000	6.6.6.6	answer	0	0
36	u368798.example.net	40.000	20.000	6.6.6.6	answer	0	0
37	u378798.example.net	30.000	30.000	6.6.6.6	answer	0	0
38	u388798.example.net	40.000	20.000	6.6.6.6	answer	0	0
39	u398798.example.net	30.000	30.000	6.6.6.6	answer	0	0
40	u408798.example.net	40.000	10.000	6.6.6.6	answer	0	0
41	u418798.example.net	40.000	20.000	6.6.6.6	answer	0	0
42	u428798.example.net	30.000	20.000	6.6.6.6	answer	0	0
43	u438798.example.net	30.000	20.000	6.6.6.6	answer	0	0
44	u448798.example.net	50.000	20.000	6.6.6.6	answer	0	0
45	u458798.example.net	30.000	20.000	6.6.6.6	answer	0	0
46	u468798.example.net	30.000	20.000	6.6.6.6	answer	0	0
47	u478798.example.net	40.000	20.000	6.6.6.6	answer	0	0
48	u488798.example.net	40.000	20.000	6.6.6.6	answer	0	0
49	u498798.example.net	30.000	20.000	6.6.6.6	answer	0	0
50	u508798.example.net	40.000	20.000	6.6.6.6	answer	0	0
