round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18811.example.net	90.000	200.000	6.6.6.6	answer	0	0
2	u28811.example.net	40.000	20.000	6.6.6.6	answer	0	0
3	u38811.example.net	330.000	10.000	6.6.6.6	answer	0	0
4	u48811.example.net	40.000	20.000	6.6.6.6	answer	0	0
5	u58811.example.net	30.000	10.000	6.6.6.6	answer	0	0
6	u68811.example.net	40.000	20.000	6.6.6.6	answer	0	0
7	u78811.example.net	30.000	10.000	6.6.6.6	answer	0	0
8	u88811.example.net	40.000	30.000	6.6.6.6	answer	0	0
9	u98811.example.net	40.000	20.000	6.6.6.6	answer	0	0
10	u108811.example.net	120.000	20.000	6.6.6.6	answer	0	0
11	u118811.example.net	50.000	30.000	6.6.6.6	answer	0	0
12	u128811.example.net	40.000	30.000	6.6.6.6	answer	0	0
13	u138811.example.net	40.000	20.000	6.6.6.6	answer	0	0
14	u148811.example.net	40.000	20.000	6.6.6.6	answer	0	0
15	u158811.example.net	50.000	20.000	6.6.6.6	answer	0	0
16	u168811.example.net	50.000	30.000	6.6.6.6	answer	0	0
17	u178811.example.net	30.000	20.000	6.6.6.6	answer	0	0
18	u188811.example.net	50.000	20.000	6.6.6.6	answer	0	0
19	u198811.example.net	40.000	20.000	6.6.6.6	answer	0	0
20	u208811.example.net	30.000	10.000	6.6.6.6	answer	0	0
21	u218811.example.net	50.000	20.000	6.6.6.6	answer	0	0
22	u228811.example.net	30.000	10.000	6.6.6.6	answer	0	0
23	u238811.example.net	40.000	20.000	6.6.6.6	answer	0	0
24	u248811.example.net	50.000	20.000	6.6.6.6	answer	0	0
25	u258811.example.net	50.000	20.000	6.6.6.6	answer	0	0
26	u268811.example.net	40.000	20.000	6.6.6.6	answer	0	0
27	u278811.example.net	50.000	10.000	6.6.6.6	answer	0	0
28	u288811.example.net	40.000	20.000	6.6.6.6	answer	0	0
29	u298811.example.net	40.000	20.000	6.6.6.6	answer	0	0
30	u308811.example.net	40.000	20.000	6.6.6.6	answer	0	0
31	u318811.example.net	50.000	10.000	6.6.6.6	answer	0	0
32	u328811.example.net	40.000	20.000	6.6.6.6	answer	0	0
33	u338811.example.net	30.000	30.000	6.6.6.6	answer	0	0
34	u348811.example.net	50.000	20.000	6.6.6.6	answer	0	0
35	u358811.example.net	40.000	30.000	6.6.6.6	answer	0	0
36	u368811.example.net	50.000	20.000	6.6.6.6	answer	0	0
37	u378811.example.net	50.000	10.000	6.6.6.6	answer	0	0
38	u388811.example.net	50.000	20.000	6.6.6.6	answer	0	0
39	u398811.example.net	40.000	20.000	6.6.6.6	answer	0	0
40	u408811.example.net	30.000	10.000	6.6.6.6	answer	0	0
41	u418811.example.net	60.000	30.000	6.6.6.6	answer	0	0
42	u428811.example.net	50.000	20.000	6.6.6.6	answer	0	0
43	u438811.example.net	40.000	20.000	6.6.6.6	answer	0	0
44	u448812.example.net	40.000	20.000	6.6.6.6	answer	0	0
45	u458812.example.net	30.000	20.000	6.6.6.6	answer	0	0
46	u468812.example.net	40.000	20.000	6.6.6.6	answer	0	0
47	u478812.example.net	40.000	10.000	6.6.6.6	answer	0	0
48	u488812.example.net	40.000	10.000	6.6.6.6	answer	0	0
49	u498812.example.net	60.000	10.000	6.6.6.6	answer	0	0
50	u508812.example.net	40.000	20.000	6.6.6.6	answer	0	0
