role,profile,level,condition,space,metric,mean,ci_low,ci_high,pairs
secondary,continuous,24,attack_fixed_continuous,2048,B5_locked_benign_trigger,0.0,0.0,0.0,6
secondary,continuous,24,attack_fixed_continuous,2048,entropy_AP,0.3125251549284705,0.3115368019127802,0.3137962593770102,6
secondary,continuous,24,attack_fixed_continuous,2048,unique_ratio_AP,0.31260171861935365,0.3120862945426089,0.3132974133371574,6
secondary,continuous,24,attack_fixed_continuous,65536,B2_FNR,0.4766666666666666,0.42555555555555563,0.54,6
secondary,continuous,24,attack_fixed_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,24,attack_fixed_continuous,65536,B2_attack_alert,0.5233333333333333,0.46222222222222226,0.5733333333333334,6
secondary,continuous,24,attack_fixed_continuous,65536,B2_benign_trigger,0.5233333333333333,0.45999999999999996,0.5744444444444444,6
secondary,continuous,24,attack_fixed_continuous,65536,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,24,attack_fixed_continuous,65536,B5_initial_J,-0.5233333333333333,-0.5766666666666667,-0.46222222222222215,6
secondary,continuous,24,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,24,attack_fixed_continuous,65536,B5_initial_benign_trigger,0.5233333333333333,0.4566666666666666,0.5744444444444444,6
secondary,continuous,24,attack_fixed_continuous,65536,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,24,attack_fixed_continuous,65536,B5_locked_J,0.0,0.0,0.0,6
secondary,continuous,24,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,24,attack_fixed_continuous,65536,B5_locked_benign_trigger,0.0,0.0,0.0,6
secondary,continuous,24,attack_fixed_continuous,65536,entropy_AP,0.3125251549284705,0.3115366692274679,0.31381762943875174,6
secondary,continuous,24,attack_fixed_continuous,65536,unique_ratio_AP,0.31260171861935376,0.3120696583004405,0.31327863130115813,6
secondary,continuous,24,attack_random_continuous,2048,B2_FNR,0.4766666666666666,0.42555555555555563,0.54,6
secondary,continuous,24,attack_random_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,2048,B2_attack_alert,0.5233333333333333,0.45999999999999996,0.5744444444444444,6
secondary,continuous,24,attack_random_continuous,2048,B2_benign_trigger,0.5233333333333333,0.45999999999999996,0.5744444444444444,6
secondary,continuous,24,attack_random_continuous,2048,B5_initial_FNR,0.4766666666666666,0.4233333333333334,0.54,6
secondary,continuous,24,attack_random_continuous,2048,B5_initial_J,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,2048,B5_initial_attack_alert,0.5233333333333333,0.46222222222222215,0.5744444444444444,6
secondary,continuous,24,attack_random_continuous,2048,B5_initial_benign_trigger,0.5233333333333333,0.4566666666666666,0.5744444444444444,6
secondary,continuous,24,attack_random_continuous,2048,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,24,attack_random_continuous,2048,B5_locked_J,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,2048,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,2048,B5_locked_benign_trigger,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,2048,entropy_AP,0.506677064884876,0.49914783194370016,0.5148445463821655,6
secondary,continuous,24,attack_random_continuous,2048,unique_ratio_AP,0.5127137848560913,0.49542661376687697,0.5335519554227539,6
secondary,continuous,24,attack_random_continuous,65536,B2_FNR,0.4766666666666666,0.42444444444444446,0.54,6
secondary,continuous,24,attack_random_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,65536,B2_attack_alert,0.5233333333333333,0.46222222222222215,0.5744444444444444,6
secondary,continuous,24,attack_random_continuous,65536,B2_benign_trigger,0.5233333333333333,0.46,0.5744444444444444,6
secondary,continuous,24,attack_random_continuous,65536,B5_initial_FNR,0.4766666666666666,0.42555555555555546,0.54,6
secondary,continuous,24,attack_random_continuous,65536,B5_initial_J,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,65536,B5_initial_attack_alert,0.5233333333333333,0.45999999999999996,0.5744444444444444,6
secondary,continuous,24,attack_random_continuous,65536,B5_initial_benign_trigger,0.5233333333333333,0.4566666666666667,0.5744444444444444,6
secondary,continuous,24,attack_random_continuous,65536,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,24,attack_random_continuous,65536,B5_locked_J,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,65536,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,65536,B5_locked_benign_trigger,0.0,0.0,0.0,6
secondary,continuous,24,attack_random_continuous,65536,entropy_AP,0.500802146340137,0.5,0.5024064390204109,6
secondary,continuous,24,attack_random_continuous,65536,unique_ratio_AP,0.5019908987485779,0.5,0.5059726962457338,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B5_locked_J,-0.2544444444444444,-0.33111111111111113,-0.18666666666666668,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,0.2544444444444444,0.18333333333333335,0.3344444444444445,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,entropy_AP,0.30959578404727045,0.3094766191843506,0.30971381207147847,6
secondary,continuous,60,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.3113026793748235,0.31111117559217694,0.31148633799189523,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B5_locked_J,-0.31555555555555553,-0.3866666666666667,-0.25555555555555554,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,0.31555555555555553,0.25555555555555554,0.3866666666666667,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,entropy_AP,0.30977547244148795,0.30960075657309283,0.31000464820359164,6
secondary,continuous,60,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.31129358118147504,0.31096098764791436,0.3116265808447439,6
secondary,continuous,60,attack_fixed_continuous,2048,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B5_locked_J,-0.2544444444444444,-0.33,-0.18444444444444444,6
secondary,continuous,60,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,60,attack_fixed_continuous,2048,B5_locked_benign_trigger,0.2544444444444444,0.18666666666666668,0.3344444444444444,6
secondary,continuous,60,attack_fixed_continuous,2048,entropy_AP,0.3095528354845352,0.30947262774535145,0.3096176955347626,6
secondary,continuous,60,attack_fixed_continuous,2048,unique_ratio_AP,0.30991028660698083,0.3096862957196337,0.31012588029714006,6
secondary,continuous,60,attack_fixed_continuous,65536,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B5_locked_J,-0.31555555555555553,-0.38666666666666666,-0.25555555555555554,6
secondary,continuous,60,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,60,attack_fixed_continuous,65536,B5_locked_benign_trigger,0.31555555555555553,0.25555555555555554,0.3888888888888889,6
secondary,continuous,60,attack_fixed_continuous,65536,entropy_AP,0.30960359454232306,0.30948918633560357,0.30971004166356847,6
secondary,continuous,60,attack_fixed_continuous,65536,unique_ratio_AP,0.30994043214038347,0.3096989574169336,0.3101761878144744,6
secondary,continuous,60,attack_random_continuous,2048,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,60,attack_random_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,60,attack_random_continuous,2048,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,60,attack_random_continuous,2048,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_random_continuous,2048,B5_initial_FNR,0.0,0.0,0.0,6
secondary,continuous,60,attack_random_continuous,2048,B5_initial_J,0.0,0.0,0.0,6
secondary,continuous,60,attack_random_continuous,2048,B5_initial_attack_alert,1.0,1.0,1.0,6
secondary,continuous,60,attack_random_continuous,2048,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_random_continuous,2048,B5_locked_FNR,0.7477777777777778,0.6755555555555556,0.8222222222222223,6
secondary,continuous,60,attack_random_continuous,2048,B5_locked_J,-0.0022222222222222205,-0.02,0.016666666666666666,6
secondary,continuous,60,attack_random_continuous,2048,B5_locked_attack_alert,0.2522222222222223,0.18000000000000002,0.3277777777777777,6
secondary,continuous,60,attack_random_continuous,2048,B5_locked_benign_trigger,0.2544444444444444,0.18666666666666668,0.3333333333333333,6
secondary,continuous,60,attack_random_continuous,2048,entropy_AP,0.5085968392743498,0.5005041595367111,0.5167242787197686,6
secondary,continuous,60,attack_random_continuous,2048,unique_ratio_AP,0.5171843658813483,0.46803224534993837,0.5852246526588567,6
secondary,continuous,60,attack_random_continuous,65536,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,60,attack_random_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,60,attack_random_continuous,65536,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,60,attack_random_continuous,65536,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_random_continuous,65536,B5_initial_FNR,0.0,0.0,0.0,6
secondary,continuous,60,attack_random_continuous,65536,B5_initial_J,0.0,0.0,0.0,6
secondary,continuous,60,attack_random_continuous,65536,B5_initial_attack_alert,1.0,1.0,1.0,6
secondary,continuous,60,attack_random_continuous,65536,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,60,attack_random_continuous,65536,B5_locked_FNR,0.6833333333333335,0.6133333333333333,0.7400000000000002,6
secondary,continuous,60,attack_random_continuous,65536,B5_locked_J,0.0011111111111111137,-0.003333333333333327,0.006666666666666668,6
secondary,continuous,60,attack_random_continuous,65536,B5_locked_attack_alert,0.31666666666666665,0.2599444444444444,0.3855555555555556,6
secondary,continuous,60,attack_random_continuous,65536,B5_locked_benign_trigger,0.31555555555555553,0.25555555555555554,0.3866666666666667,6
secondary,continuous,60,attack_random_continuous,65536,entropy_AP,0.49937800315638436,0.49825681452310255,0.5004521261315104,6
secondary,continuous,60,attack_random_continuous,65536,unique_ratio_AP,0.49751617017306443,0.49445261890418885,0.5011376136514881,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B5_locked_J,-1.0,-1.0,-1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,entropy_AP,0.3089059365150596,0.3087925014742218,0.30901353823241734,6
secondary,continuous,120,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.30988991145593464,0.3096205342236114,0.310147648323567,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B5_locked_J,-1.0,-1.0,-1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,entropy_AP,0.3092005539359214,0.30910288952844023,0.30933654729609955,6
secondary,continuous,120,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.310041205615277,0.3098704335622074,0.31028864985378696,6
secondary,continuous,120,attack_fixed_continuous,2048,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B5_locked_J,-1.0,-1.0,-1.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,120,attack_fixed_continuous,2048,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,2048,entropy_AP,0.3090490660784272,0.3089648907542147,0.30912660144014537,6
secondary,continuous,120,attack_fixed_continuous,2048,unique_ratio_AP,0.3093032405590019,0.3092486780380194,0.30936767964332895,6
secondary,continuous,120,attack_fixed_continuous,65536,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B5_locked_J,-1.0,-1.0,-1.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,120,attack_fixed_continuous,65536,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_fixed_continuous,65536,entropy_AP,0.3091230071560257,0.3090499568349318,0.30920153757797436,6
secondary,continuous,120,attack_fixed_continuous,65536,unique_ratio_AP,0.3092900482764316,0.30923494932163226,0.30934412311338955,6
secondary,continuous,120,attack_random_continuous,2048,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,2048,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,2048,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,2048,B5_initial_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,2048,B5_initial_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,2048,B5_initial_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,2048,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,2048,B5_locked_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,2048,B5_locked_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,2048,B5_locked_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,2048,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,2048,entropy_AP,0.5107078775732656,0.4935007737361103,0.5319647361385896,6
secondary,continuous,120,attack_random_continuous,2048,unique_ratio_AP,0.5064740505588138,0.46307586936635986,0.5501562268250324,6
secondary,continuous,120,attack_random_continuous,65536,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,65536,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,65536,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,65536,B5_initial_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,65536,B5_initial_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,65536,B5_initial_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,65536,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,65536,B5_locked_FNR,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,65536,B5_locked_J,0.0,0.0,0.0,6
secondary,continuous,120,attack_random_continuous,65536,B5_locked_attack_alert,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,65536,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,120,attack_random_continuous,65536,entropy_AP,0.5003730657033689,0.4961986365767933,0.5060755649881369,6
secondary,continuous,120,attack_random_continuous,65536,unique_ratio_AP,0.5016048200360458,0.48300043877289633,0.5202092012991951,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B5_locked_J,-1.0,-1.0,-1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,entropy_AP,0.3086290157668801,0.3085747667795358,0.3086923111431762,6
secondary,continuous,200,attack_dup_sweep_continuous,2048,unique_ratio_AP,0.3094544850907406,0.3093376282256997,0.3095722222048385,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B5_locked_J,-1.0,-1.0,-1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,entropy_AP,0.30887501278706875,0.30876831528155896,0.30901403723096665,6
secondary,continuous,200,attack_dup_sweep_continuous,65536,unique_ratio_AP,0.30948041111510066,0.309268908089717,0.30970541345169583,6
secondary,continuous,200,attack_fixed_continuous,2048,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B2_J,0.0,0.0,0.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B5_locked_J,-1.0,-1.0,-1.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,200,attack_fixed_continuous,2048,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,2048,entropy_AP,0.30879823956461083,0.3087275436182537,0.3088760911599242,6
secondary,continuous,200,attack_fixed_continuous,2048,unique_ratio_AP,0.308949553721867,0.3088825489005342,0.3090091466314644,6
secondary,continuous,200,attack_fixed_continuous,65536,B2_FNR,0.0,0.0,0.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B2_J,0.0,0.0,0.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B2_attack_alert,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B2_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B5_initial_FNR,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B5_initial_J,-1.0,-1.0,-1.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B5_initial_attack_alert,0.0,0.0,0.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B5_initial_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B5_locked_FNR,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B5_locked_J,-1.0,-1.0,-1.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B5_locked_attack_alert,0.0,0.0,0.0,6
secondary,continuous,200,attack_fixed_continuous,65536,B5_locked_benign_trigger,1.0,1.0,1.0,6
secondary,continuous,200,attack_fixed_continuous,65536,entropy_AP,0.30888818903467086,0.30881588725194525,0.30896543580604435,6
