round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u19014.example.net	140.000	340.000	203.0.113.80	answer	0	0
2	u29014.example.net	50.000	30.000	203.0.113.80	answer	0	0
3	u39014.example.net	50.000	20.000	203.0.113.80	answer	0	0
4	u49014.example.net	40.000	30.000	203.0.113.80	answer	0	0
5	u59014.example.net	50.000	20.000	203.0.113.80	answer	0	0
6	u69014.example.net	40.000	20.000	203.0.113.80	answer	0	0
7	u79014.example.net	50.000	20.000	203.0.113.80	answer	0	0
8	u89014.example.net	30.000	20.000	203.0.113.80	answer	0	0
9	u99014.example.net	40.000	20.000	203.0.113.80	answer	0	0
10	u109014.example.net	40.000	20.000	203.0.113.80	answer	0	0
11	u119014.example.net	40.000	20.000	203.0.113.80	answer	0	0
12	u129014.example.net	50.000	20.000	203.0.113.80	answer	0	0
13	u139014.example.net	50.000	20.000	203.0.113.80	answer	0	0
14	u149014.example.net	60.000	30.000	203.0.113.80	answer	0	0
15	u159014.example.net	50.000	30.000	203.0.113.80	answer	0	0
16	u169014.example.net	30.000	20.000	203.0.113.80	answer	0	0
17	u179014.example.net	60.000	20.000	203.0.113.80	answer	0	0
18	u189014.example.net	40.000	20.000	203.0.113.80	answer	0	0
19	u199014.example.net	50.000	20.000	203.0.113.80	answer	0	0
20	u209014.example.net	50.000	20.000	203.0.113.80	answer	0	0
21	u219014.example.net	30.000	30.000	203.0.113.80	answer	0	0
22	u229014.example.net	30.000	20.000	203.0.113.80	answer	0	0
23	u239014.example.net	40.000	30.000	203.0.113.80	answer	0	0
24	u249014.example.net	40.000	30.000	203.0.113.80	answer	0	0
25	u259014.example.net	50.000	20.000	203.0.113.80	answer	0	0
26	u269014.example.net	50.000	20.000	203.0.113.80	answer	0	0
27	u279014.example.net	40.000	20.000	203.0.113.80	answer	0	0
28	u289014.example.net	50.000	20.000	203.0.113.80	answer	0	0
29	u299014.example.net	40.000	10.000	203.0.113.80	answer	0	0
30	u309014.example.net	60.000	20.000	203.0.113.80	answer	0	0
31	u319014.example.net	50.000	30.000	203.0.113.80	answer	0	0
32	u329014.example.net	60.000	20.000	203.0.113.80	answer	0	0
33	u339014.example.net	40.000	30.000	203.0.113.80	answer	0	0
34	u349014.example.net	40.000	20.000	203.0.113.80	answer	0	0
35	u359014.example.net	50.000	30.000	203.0.113.80	answer	0	0
36	u369014.example.net	50.000	20.000	203.0.113.80	answer	0	0
37	u379014.example.net	40.000	30.000	203.0.113.80	answer	0	0
38	u389014.example.net	50.000	30.000	203.0.113.80	answer	0	0
39	u399014.example.net	50.000	20.000	203.0.113.80	answer	0	0
40	u409014.example.net	30.000	30.000	203.0.113.80	answer	0	0
41	u419014.example.net	40.000	40.000	203.0.113.80	answer	0	0
42	u429014.example.net	40.000	10.000	203.0.113.80	answer	0	0
43	u439014.example.net	50.000	30.000	203.0.113.80	answer	0	0
44	u449014.example.net	40.000	30.000	203.0.113.80	answer	0	0
45	u459014.example.net	50.000	20.000	203.0.113.80	answer	0	0
46	u469014.example.net	30.000	20.000	203.0.113.80	answer	0	0
47	u479014.example.net	40.000	30.000	203.0.113.80	answer	0	0
48	u489014.example.net	30.000	20.000	203.0.113.80	answer	0	0
49	u499014.example.net	40.000	20.000	203.0.113.80	answer	0	0
50	u509014.example.net	40.000	10.000	203.0.113.80	answer	0	0
