round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18700.example.net	140.000	360.000	203.0.113.80	answer	0	0
2	u28700.example.net	30.000	20.000	203.0.113.80	answer	0	0
3	u38700.example.net	40.000	10.000	203.0.113.80	answer	0	0
4	u48700.example.net	80.000	30.000	203.0.113.80	answer	0	0
5	u58700.example.net	40.000	10.000	203.0.113.80	answer	0	0
6	u68700.example.net	60.000	30.000	203.0.113.80	answer	0	0
7	u78700.example.net	40.000	20.000	203.0.113.80	answer	0	0
8	u88700.example.net	40.000	40.000	203.0.113.80	answer	0	0
9	u98700.example.net	50.000	20.000	203.0.113.80	answer	0	0
10	u108700.example.net	50.000	30.000	203.0.113.80	answer	0	0
11	u118700.example.net	70.000	20.000	203.0.113.80	answer	0	0
12	u128700.example.net	60.000	30.000	203.0.113.80	answer	0	0
13	u138700.example.net	70.000	20.000	203.0.113.80	answer	0	0
14	u148700.example.net	80.000	20.000	203.0.113.80	answer	0	0
15	u158700.example.net	30.000	40.000	203.0.113.80	answer	0	0
16	u168700.example.net	90.000	10.000	203.0.113.80	answer	0	0
17	u178700.example.net	30.000	20.000	203.0.113.80	answer	0	0
18	u188700.example.net	50.000	20.000	203.0.113.80	answer	0	0
19	u198700.example.net	60.000	30.000	203.0.113.80	answer	0	0
20	u208700.example.net	30.000	30.000	203.0.113.80	answer	0	0
21	u218700.example.net	40.000	30.000	203.0.113.80	answer	0	0
22	u228700.example.net	40.000	50.000	203.0.113.80	answer	0	0
23	u238700.example.net	50.000	50.000	203.0.113.80	answer	0	0
24	u248700.example.net	30.000	20.000	203.0.113.80	answer	0	0
25	u258700.example.net	60.000	30.000	203.0.113.80	answer	0	0
26	u268700.example.net	50.000	20.000	203.0.113.80	answer	0	0
27	u278700.example.net	30.000	10.000	203.0.113.80	answer	0	0
28	u288700.example.net	60.000	10.000	203.0.113.80	answer	0	0
29	u298701.example.net	50.000	20.000	203.0.113.80	answer	0	0
30	u308701.example.net	60.000	40.000	203.0.113.80	answer	0	0
31	u318701.example.net	60.000	30.000	203.0.113.80	answer	0	0
32	u328701.example.net	50.000	30.000	203.0.113.80	answer	0	0
33	u338701.example.net	70.000	20.000	203.0.113.80	answer	0	0
34	u348701.example.net	40.000	20.000	203.0.113.80	answer	0	0
35	u358701.example.net	50.000	40.000	203.0.113.80	answer	0	0
36	u368701.example.net	40.000	10.000	203.0.113.80	answer	0	0
37	u378701.example.net	50.000	20.000	203.0.113.80	answer	0	0
38	u388701.example.net	40.000	20.000	203.0.113.80	answer	0	0
39	u398701.example.net	40.000	30.000	203.0.113.80	answer	0	0
40	u408701.example.net	20.000	30.000	203.0.113.80	answer	0	0
41	u418701.example.net	40.000	20.000	203.0.113.80	answer	0	0
42	u428701.example.net	70.000	40.000	203.0.113.80	answer	0	0
43	u438701.example.net	80.000	50.000	203.0.113.80	answer	0	0
44	u448701.example.net	40.000	90.000	203.0.113.80	answer	0	0
45	u458701.example.net	80.000	70.000	203.0.113.80	answer	0	0
46	u468701.example.net	50.000	40.000	203.0.113.80	answer	0	0
47	u478701.example.net	60.000	10.000	203.0.113.80	answer	0	0
48	u488701.example.net	50.000	30.000	203.0.113.80	answer	0	0
49	u498701.example.net	40.000	40.000	203.0.113.80	answer	0	0
50	u508701.example.net	50.000	30.000	203.0.113.80	answer	0	0
