round	qname	trigger_ms	bank_ms	bank_ip	trigger_status	trigger_rc	bank_rc
1	u18978.example.net	90.000	350.000	203.0.113.80	answer	0	0
2	u28978.example.net	40.000	20.000	203.0.113.80	answer	0	0
3	u38978.example.net	50.000	10.000	203.0.113.80	answer	0	0
4	u48978.example.net	50.000	20.000	203.0.113.80	answer	0	0
5	u58978.example.net	60.000	20.000	203.0.113.80	answer	0	0
6	u68978.example.net	60.000	20.000	203.0.113.80	answer	0	0
7	u78978.example.net	40.000	20.000	203.0.113.80	answer	0	0
8	u88978.example.net	40.000	20.000	203.0.113.80	answer	0	0
9	u98978.example.net	50.000	20.000	203.0.113.80	answer	0	0
10	u108978.example.net	30.000	20.000	203.0.113.80	answer	0	0
11	u118978.example.net	70.000	30.000	203.0.113.80	answer	0	0
12	u128978.example.net	50.000	20.000	203.0.113.80	answer	0	0
13	u138978.example.net	60.000	20.000	203.0.113.80	answer	0	0
14	u148978.example.net	50.000	20.000	203.0.113.80	answer	0	0
15	u158978.example.net	60.000	20.000	203.0.113.80	answer	0	0
16	u168978.example.net	50.000	20.000	203.0.113.80	answer	0	0
17	u178978.example.net	30.000	20.000	203.0.113.80	answer	0	0
18	u188978.example.net	30.000	20.000	203.0.113.80	answer	0	0
19	u198978.example.net	40.000	20.000	203.0.113.80	answer	0	0
20	u208978.example.net	40.000	10.000	203.0.113.80	answer	0	0
21	u218978.example.net	40.000	20.000	203.0.113.80	answer	0	0
22	u228978.example.net	50.000	10.000	203.0.113.80	answer	0	0
23	u238978.example.net	30.000	20.000	203.0.113.80	answer	0	0
24	u248978.example.net	40.000	20.000	203.0.113.80	answer	0	0
25	u258978.example.net	40.000	20.000	203.0.113.80	answer	0	0
26	u268978.example.net	40.000	20.000	203.0.113.80	answer	0	0
27	u278978.example.net	40.000	20.000	203.0.113.80	answer	0	0
28	u288978.example.net	50.000	30.000	203.0.113.80	answer	0	0
29	u298978.example.net	50.000	30.000	203.0.113.80	answer	0	0
30	u308978.example.net	30.000	40.000	203.0.113.80	answer	0	0
31	u318978.example.net	60.000	20.000	203.0.113.80	answer	0	0
32	u328978.example.net	50.000	30.000	203.0.113.80	answer	0	0
33	u338978.example.net	60.000	40.000	203.0.113.80	answer	0	0
34	u348978.example.net	30.000	30.000	203.0.113.80	answer	0	0
35	u358978.example.net	50.000	20.000	203.0.113.80	answer	0	0
36	u368978.example.net	50.000	20.000	203.0.113.80	answer	0	0
37	u378978.example.net	50.000	20.000	203.0.113.80	answer	0	0
38	u388978.example.net	50.000	30.000	203.0.113.80	answer	0	0
39	u398978.example.net	40.000	20.000	203.0.113.80	answer	0	0
40	u408978.example.net	40.000	20.000	203.0.113.80	answer	0	0
41	u418978.example.net	40.000	20.000	203.0.113.80	answer	0	0
42	u428978.example.net	40.000	30.000	203.0.113.80	answer	0	0
43	u438978.example.net	40.000	30.000	203.0.113.80	answer	0	0
44	u448978.example.net	30.000	20.000	203.0.113.80	answer	0	0
45	u458978.example.net	50.000	10.000	203.0.113.80	answer	0	0
46	u468978.example.net	40.000	20.000	203.0.113.80	answer	0	0
47	u478978.example.net	40.000	10.000	203.0.113.80	answer	0	0
48	u488978.example.net	50.000	30.000	203.0.113.80	answer	0	0
49	u498978.example.net	60.000	30.000	203.0.113.80	answer	0	0
50	u508978.example.net	50.000	40.000	203.0.113.80	answer	0	0
